代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14618173.059999998658895
真實報酬,4618173.059999998658895

夏普值報酬,0.453117306000000
夏普值風險,0.102753628823037
夏普值,4.409745049300022

預期報酬,17089.804956317864708
風險,435196.350578243727796
趨勢值,0.039269182596800
找到最佳解世代,2109
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
Stock#,AAPL[0](2),MCD[15](1),
張數,185666,85309,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,14.620000000111759,39.509999999776483,
20091102,5020423.259999999776483,5046919.949999999254942,10067343.209999999031425
20091103,5005569.980000000447035,5053744.669999999925494,10059314.650000000372529
20091104,5061269.780000000260770,5143319.120000000111759,10204588.900000000372529
20091105,5146676.139999999664724,5244836.829999999143183,10391512.969999998807907
20091106,5154102.780000000260770,5265310.989999999292195,10419413.769999999552965
20091109,5343482.100000000558794,5343795.269999999552965,10687277.370000001043081
20091110,5384328.620000000111759,5313084.030000000260770,10697412.650000000372529
20091111,5391755.259999999776483,5360003.979999999515712,10751759.239999998360872
20091112,5358335.379999999888241,5303700.040000000037253,10662035.419999999925494
20091113,5423318.480000000447035,5423985.729999999515712,10847304.210000000894070
20091116,5480874.940000000409782,5505029.280000000260770,10985904.220000000670552
20091117,5490158.240000000223517,5423132.639999999664724,10913290.879999998956919
20091118,5462308.340000000782311,5458109.329999999143183,10920417.669999999925494
20091119,5317488.860000000335276,5409483.199999999254942,10726972.059999998658895
20091120,5302635.580000000074506,5457256.239999999292195,10759891.820000000298023
20091123,5460451.679999999701977,5458962.419999999925494,10919414.099999999627471
20091124,5423318.480000000447035,5478583.489999999292195,10901901.969999998807907
20091125,5415891.840000000782311,5498204.559999999590218,10914096.400000000372529
20091127,5321202.179999999701977,5425691.910000000149012,10746894.089999999850988
20091130,5302635.580000000074506,5395833.759999999776483,10698469.339999999850988
20091201,5224655.860000000335276,5420573.370000000111759,10645229.230000000447035
20091202,5204232.600000000558794,5331852.009999999776483,10536084.609999999403954
20091203,5211659.240000000223517,5286638.239999999292195,10498297.480000000447035
20091204,5128109.540000000037253,5254220.820000000298023,10382330.359999999403954
20091207,5011139.959999999962747,5283225.879999999888241,10294365.839999999850988
20091208,5035276.540000000037253,5170618.000000000000000,10205894.539999999105930
20091209,5246935.780000000260770,5169764.910000000149012,10416700.690000001341105
20091210,5209802.580000000074506,5208153.959999999962747,10417956.539999999105930
20091211,5163386.080000000074506,5260192.449999999254942,10423578.529999999329448
20091214,5224655.860000000335276,5301140.769999999552965,10525796.629999998956919
20091215,5150389.459999999962747,5289197.509999999776483,10439586.969999998807907
20091216,5172669.379999999888241,5325027.290000000037253,10497696.669999999925494
20091217,5089119.679999999701977,5282372.790000000037253,10371492.469999998807907
20091218,5183809.340000000782311,5303700.040000000037253,10487509.380000000819564
20091221,5258075.740000000223517,5345501.449999999254942,10603577.189999999478459
20091222,5313775.540000000037253,5371947.239999999292195,10685722.779999999329448
20091223,5360192.040000000037253,5405217.750000000000000,10765409.789999999105930
20091224,5544001.379999999888241,5410336.290000000037253,10954337.669999999925494
20091228,5612697.799999999813735,5426545.000000000000000,11039242.800000000745058
20091229,5545858.040000000037253,5424838.820000000298023,10970696.859999999403954
20091230,5612697.799999999813735,5365122.519999999552965,10977820.320000000298023
20091231,5588561.220000000670552,5326733.469999999739230,10915294.690000001341105
20100104,5675824.240000000223517,5355738.530000000260770,11031562.769999999552965
20100105,5686964.200000000186265,5314790.209999999962747,11001754.410000000149012
20100106,5595987.860000000335276,5242277.559999999590218,10838265.419999999925494
20100107,5584847.899999999441206,5280666.609999999403954,10865514.509999997913837
20100108,5621981.100000000558794,5275548.070000000298023,10897529.170000001788139
20100111,5573707.940000000409782,5316496.389999999664724,10890204.330000000074506
20100112,5508724.840000000782311,5345501.449999999254942,10854226.289999999105930
20100113,5586704.560000000521541,5339529.820000000298023,10926234.380000000819564
20100114,5555141.340000000782311,5344648.359999999403954,10899789.699999999254942
20100115,5462308.340000000782311,5313084.030000000260770,10775392.370000001043081
