代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13522997.999999998137355
真實報酬,3522997.999999998137355

夏普值報酬,0.343599800000000
夏普值風險,0.084637759514203
夏普值,4.059651412941066

預期報酬,13787.857054391539350
風險,224481.735987462772755
趨勢值,0.061420841182205
找到最佳解世代,1425
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
MCD[15](2),MRK[17](3),PG[21](1),
20190325,3929565.439999999944121,4167286.919999999459833,4202103.039999999105930,12298956.399999998509884
20190326,3966803.520000000018626,4196131.199999999254942,4245788.820000000298023,12408724.539999999105930
20190327,3967438.259999999776483,4164250.679999999701977,4240843.259999999776483,12372533.199999999254942
20190328,4007215.299999999813735,4181456.039999999105930,4267631.709999999031425,12456304.049999997019768
20190329,4018005.880000000353903,4208782.199999999254942,4288238.209999999031425,12515027.289999999105930
20190401,3986057.299999999813735,4215360.719999999739230,4271340.880000000819564,12472759.900000000372529
20190402,3985210.979999999981374,4210806.359999999403954,4275874.310000000521541,12471892.650000000372529
20190403,3985210.979999999981374,4209288.240000000223517,4273401.529999999329448,12467901.750000000000000
20190404,4017371.140000000130385,4141984.919999999459833,4262686.150000000372529,12422043.210000000894070
20190405,4035143.860000000335276,4106562.119999999646097,4271753.009999999776483,12413459.990000000223517
20190408,4016947.979999999981374,4096441.319999999832362,4326154.169999999925494,12439544.469999998807907
20190409,4021814.320000000298023,4088850.719999999273568,4313378.140000000596046,12424044.179999999701977
20190410,4003618.439999999944121,4089862.799999999348074,4312966.009999999776483,12406448.250000000000000
20190411,3996424.720000000204891,4040270.879999999888241,4317087.310000000521541,12353783.910000000149012
20190412,4053974.479999999981374,4019523.239999999757856,4329863.339999999850988,12403362.059999998658895
20190415,4059263.979999999981374,3973979.639999999664724,4357476.050000000745058,12390720.669999999925494
20190416,4056090.279999999795109,3924893.759999999776483,4385913.019999999552965,12366898.059999998658895
20190417,4054186.060000000521541,3740695.199999999720603,4362421.609999999403954,12157303.869999999180436
20190418,4124007.459999999962747,3703754.279999999329448,4370664.209999999031425,12198426.949999999254942
20190422,4103061.040000000037253,3717417.359999999403954,4369015.689999999478459,12189495.089999999850988
20190423,4131412.759999999776483,3775105.919999999459833,4251558.640000000596046,12158078.320000000298023
20190424,4181557.220000000204891,3781684.439999999944121,4273401.529999999329448,12236644.189999999478459
20190425,4187904.620000000111759,3863156.879999999888241,4256504.199999999254942,12307566.699999999254942
20190426,4177114.040000000037253,3877832.039999999105930,4362833.740000000223517,12417780.820000000298023
20190429,4170766.640000000130385,3885422.639999999664724,4318323.699999999254942,12374513.979999998584390
20190430,4180287.740000000223517,3983088.359999999403954,4388385.800000000745058,12551762.900000000372529
20190501,4108350.540000000037253,3983594.399999999441206,4324505.650000000372529,12416451.589999999850988
20190502,4117660.060000000521541,4024077.599999999161810,4350469.839999999850988,12492208.500000000000000
20190503,4179229.840000000316650,4048367.519999999552965,4371900.599999999627471,12599498.959999999031425
20190506,4208427.880000000819564,4022053.439999999944121,4355415.400000000372529,12585897.720000000670552
20190507,4190232.000000000000000,3942099.119999999646097,4315026.660000000149012,12447358.779999999329448
20190508,4190020.420000000391155,3956268.239999999757856,4330275.470000000670552,12476565.130000000819564
20190509,4183673.020000000018626,3963858.839999999385327,4296068.679999999701977,12443601.539999999105930
20190510,4231490.099999999627471,3956774.279999999329448,4369015.689999999478459,12557281.069999998435378
20190513,4211178.419999999925494,3905158.199999999720603,4373136.990000000223517,12489474.609999999403954
20190514,4189597.259999999776483,3917809.199999999720603,4352118.359999999403954,12459525.819999998435378
20190515,4212024.740000000223517,3924387.719999999273568,4397452.660000000149012,12533866.119999999180436
20190516,4231490.099999999627471,4004342.039999999105930,4455562.990000000223517,12691396.129999998956919
20190517,4215198.439999999478459,3983594.399999999441206,4428362.410000000149012,12627156.250000000000000
20190520,4210332.099999999627471,3991691.039999999105930,4423416.849999999627471,12625440.989999998360872
20190521,4228316.400000000372529,4023065.519999999552965,4383852.370000001043081,12635235.290000000968575
20190522,4230855.360000001266599,4097959.439999999944121,4398276.919999999925494,12727092.720000000670552
20190523,4209908.939999999478459,4099983.599999999161810,4399925.439999999478459,12709818.979999998584390
20190524,4184519.340000000316650,4107574.199999999720603,4397040.529999999329448,12689135.070000000298023
20190528,4161245.540000000037253,4061524.559999999590218,4305135.539999999105930,12527906.639999998733401
20190529,4147492.840000000316650,4015980.959999999497086,4294008.029999999329448,12457482.829999998211861
20190530,4215621.599999999627471,4032174.239999999757856,4340990.849999999627471,12588787.689999999478459
20190531,4195098.339999999850988,4008390.359999999403954,4241255.390000000596046,12444745.089999999850988
20190603,4205888.919999999925494,4061524.559999999590218,4277934.959999999031425,12545349.439999997615814
20190604,4223873.220000000670552,4103019.839999999385327,4314202.400000000372529,12641096.460000000894070
20190605,4234452.220000000670552,4133888.279999999329448,4398689.050000000745058,12767030.550000000745058
20190606,4296233.580000000074506,4121237.279999999329448,4425477.500000000000000,12842949.359999999403954
20190607,4347647.519999999552965,4172853.359999999403954,4482763.570000000298023,13003265.449999999254942
20190610,4259207.080000000074506,4173865.439999999944121,4480702.919999999925494,12913776.439999999478459
20190611,4300676.759999999776483,4199167.439999999478459,4507903.500000000000000,13007748.699999999254942
20190612,4336010.620000001043081,4236108.359999999403954,4520267.400000000372529,13092387.380000000819564
20190613,4326701.099999999627471,4195119.120000000111759,4570959.390000000596046,13092780.609999999403954
20190614,4343627.500000000000000,4189046.639999999664724,4582911.160000000149012,13115586.300000000745058
20190617,4312313.660000000149012,4215360.719999999739230,4574256.429999999701977,13101931.809999998658895
20190618,4327124.259999999776483,4275579.479999999515712,4516970.359999999403954,13119675.099999997764826
20190619,4327970.580000000074506,4319604.959999999962747,4550765.019999999552965,13198341.559999998658895
20190620,4340030.640000000596046,4281145.919999998994172,4605166.179999999701977,13226343.739999998360872
20190621,4321834.759999999776483,4279627.799999998882413,4582911.160000000149012,13184374.719999998807907
20190624,4314641.039999999105930,4327195.559999999590218,4629481.849999999627471,13271319.449999997392297
20190625,4352513.860000001266599,4313532.479999999515712,4604341.919999999925494,13270389.259999999776483
20190626,4327970.580000000074506,4227505.679999999701977,4522328.050000000745058,13077805.310000000521541
20190627,4364362.339999999850988,4242180.839999999850988,4524388.699999999254942,13130932.879999998956919
20190628,4393771.960000000894070,4243192.919999998994172,4519031.009999999776483,13155996.889999998733401
20190701,4364997.080000000074506,4288736.519999999552965,4553649.929999999701977,13207384.529999999329448
20190702,4434395.320000000298023,4327195.559999999590218,4594450.800000000745058,13356042.679999999701977
20190703,4502735.660000000149012,4397535.120000000111759,4701604.599999999627471,13601876.380000000819564
20190705,4469517.599999999627471,4331749.919999998994172,4663276.509999999776483,13464545.029999999329448
20190708,4488982.960000000894070,4252807.679999999701977,4700368.209999999031425,13442159.849999999627471
20190709,4487501.900000000372529,4294302.959999999962747,4653385.390000000596046,13435191.250000000000000
20190710,4506755.679999999701977,4292278.799999998882413,4688004.310000000521541,13487039.789999999105930
20190711,4500196.699999999254942,4098971.519999999552965,4713968.500000000000000,13313137.719999998807907
20190712,4506544.099999999627471,4034704.439999999944121,4739108.429999999701977,13280357.969999998807907
20190715,4532356.860000001266599,4096947.359999999403954,4759302.800000000745058,13388608.020000001415610
20190716,4521989.439999999478459,4128827.879999999888241,4776200.130000000819564,13427018.450000001117587
20190717,4521777.860000001266599,4145527.199999999720603,4778260.779999999329448,13445566.839999999850988
20190718,4568325.460000000894070,4184492.279999999329448,4757654.279999999329448,13510473.019999999552965
20190719,4525163.140000000596046,4118707.079999999608845,4739932.689999999478459,13383803.910000000149012
20190722,4549071.679999999701977,4109598.359999999403954,4751884.459999999031425,13410555.499999998137355
20190723,4534472.660000000149012,4151093.639999999664724,4692125.609999999403954,13377692.910000000149012
20190724,4502100.919999999925494,4136924.519999999552965,4640609.359999999403954,13279635.799999998882413
20190725,4537223.199999999254942,4136924.519999999552965,4647615.570000000298023,13321764.289999999105930
20190726,4561343.320000000298023,4120731.239999999757856,4728393.050000000745058,13410468.610000001266599
20190729,4548648.519999999552965,4174371.479999999515712,4780733.560000000521541,13503754.560000000521541
20190730,4492791.400000000372529,4213842.599999999627471,4962482.890000000596046,13669117.890000000596046
20190731,4458515.439999999478459,4199673.479999999515712,4864808.080000000074506,13522997.999999998137355
