代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13014654.699999999254942
真實報酬,3014654.699999999254942

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,13011.875553073319679
風險,356372.815739446552470
起點值,0.036511975600818
找到最佳解世代,2219
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](3),
FS( 67 ),5480566.520000000484288,4980023.780000000260770,10460590.300000000745058
FS( 68 ),5468700.679999999701977,5106539.839999999850988,10575240.519999999552965
FS( 69 ),5501331.740000000223517,5121337.040000000037253,10622668.780000001192093
FS( 70 ),5452385.149999999441206,5174606.959999999962747,10626992.109999999403954
FS( 71 ),5335209.979999999515712,5241194.360000000335276,10576404.339999999850988
FS( 72 ),5354491.969999999739230,5245633.520000000484288,10600125.490000000223517
FS( 73 ),5327793.830000000074506,5277447.500000000000000,10605241.330000000074506
FS( 74 ),5295162.770000000484288,5174606.959999999962747,10469769.730000000447035
FS( 75 ),5203202.509999999776483,5172387.379999999888241,10375589.890000000596046
FS( 76 ),5336693.209999999031425,5243413.940000000409782,10580107.149999998509884
FS( 77 ),5387123.030000000260770,5187184.580000000074506,10574307.609999999403954
FS( 78 ),5487982.669999999925494,5282626.520000000484288,10770609.190000001341105
FS( 79 ),5507264.660000000149012,5171647.520000000484288,10678912.179999999701977
FS( 80 ),5493915.589999999850988,5243413.940000000409782,10737329.530000001192093
FS( 81 ),5596258.459999999031425,5208640.520000000484288,10804898.980000000447035
FS( 82 ),5529513.110000000335276,5162029.339999999850988,10691542.449999999254942
FS( 83 ),5468700.679999999701977,5133174.799999999813735,10601875.480000000447035
FS( 84 ),5450901.919999999925494,5159069.900000000372529,10609971.820000000298023
FS( 85 ),5548795.099999999627471,5197542.620000000111759,10746337.719999998807907
FS( 86 ),5550278.330000000074506,5212339.820000000298023,10762618.150000000372529
FS( 87 ),5572526.780000000260770,5230096.459999999962747,10802623.240000000223517
FS( 88 ),5545828.639999999664724,5212339.820000000298023,10758168.460000000894070
FS( 89 ),5511714.349999999627471,5307781.759999999776483,10819496.109999999403954
FS( 90 ),5545828.639999999664724,5395085.240000000223517,10940913.879999998956919
FS( 91 ),5496882.049999999813735,5389166.360000000335276,10886048.410000000149012
FS( 92 ),5301095.690000000409782,5295204.139999999664724,10596299.830000000074506
FS( 93 ),5335209.979999999515712,5331457.280000000260770,10666667.259999999776483
FS( 94 ),5278847.240000000223517,5318879.660000000149012,10597726.900000000372529
FS( 95 ),5247699.410000000149012,5311481.060000000521541,10559180.470000000670552
FS( 96 ),5339659.669999999925494,5417281.040000000037253,10756940.710000000894070
FS( 97 ),5361908.120000000111759,5419500.620000000111759,10781408.740000000223517
FS( 98 ),5295162.770000000484288,5398784.540000000037253,10693947.310000000521541
FS( 99 ),5289229.849999999627471,5406923.000000000000000,10696152.849999999627471
FS( 100 ),5207652.200000000186265,5426159.360000000335276,10633811.560000000521541
FS( 101 ),5084544.110000000335276,5380288.040000000037253,10464832.150000000372529
FS( 102 ),5146839.770000000484288,5415061.459999999962747,10561901.230000000447035
FS( 103 ),5091960.259999999776483,5412841.879999999888241,10504802.140000000596046
FS( 104 ),5120141.630000000819564,5474250.259999999776483,10594391.890000000596046
FS( 105 ),5137940.389999999664724,5381767.759999999776483,10519708.149999998509884
FS( 106 ),5151289.459999999031425,5405443.280000000260770,10556732.739999998360872
FS( 107 ),5304062.149999999441206,5514942.560000000521541,10819004.710000000894070
FS( 108 ),5342626.130000000819564,5550455.839999999850988,10893081.970000000670552
FS( 109 ),5483532.979999999515712,5555634.860000000335276,11039167.839999999850988
FS( 110 ),5462767.759999999776483,5608164.919999999925494,11070932.679999999701977
FS( 111 ),5571043.549999999813735,5628881.000000000000000,11199924.550000000745058
FS( 112 ),5574010.009999999776483,5502364.940000000409782,11076374.949999999254942
FS( 113 ),5581426.160000000149012,5549715.980000000447035,11131142.140000000596046
FS( 114 ),5658554.120000000111759,5517162.139999999664724,11175716.259999999776483
FS( 115 ),5679319.339999999850988,5470550.959999999962747,11149870.300000000745058
FS( 116 ),5725299.469999999739230,5527520.179999999701977,11252819.649999998509884
FS( 117 ),5860273.399999999441206,5534178.919999999925494,11394452.320000000298023
FS( 118 ),5835058.490000000223517,5498665.639999999664724,11333724.129999998956919
FS( 119 ),6001180.250000000000000,5557114.580000000074506,11558294.830000000074506
FS( 120 ),6013046.089999999850988,5586708.980000000447035,11599755.070000000298023
FS( 121 ),6097590.200000000186265,5558594.299999999813735,11656184.500000000000000
FS( 122 ),6121321.880000000819564,5522341.160000000149012,11643663.040000000968575
FS( 123 ),6194000.149999999441206,5556374.719999999739230,11750374.869999999180436
FS( 124 ),6168785.240000000223517,5531219.480000000447035,11700004.720000000670552
FS( 125 ),6078308.209999999031425,5521601.299999999813735,11599909.509999997913837
FS( 126 ),6088690.819999999366701,5508283.820000000298023,11596974.640000000596046
FS( 127 ),6013046.089999999850988,5512722.980000000447035,11525769.070000000298023
FS( 128 ),5986347.950000000186265,5543057.240000000223517,11529405.190000001341105
FS( 129 ),5904770.299999999813735,5545276.820000000298023,11450047.120000001043081
FS( 130 ),6122805.110000000335276,5609644.639999999664724,11732449.750000000000000
FS( 131 ),6107972.809999999590218,5578570.520000000484288,11686543.330000000074506
FS( 132 ),6128738.030000000260770,5612604.080000000074506,11741342.109999999403954
FS( 133 ),6231080.899999999441206,5630360.719999999739230,11861441.619999999180436
FS( 134 ),6257779.040000000037253,5592627.860000000335276,11850406.900000000372529
FS( 135 ),6326007.620000000111759,5591888.000000000000000,11917895.620000001043081
FS( 136 ),6360121.910000000149012,5604465.620000000111759,11964587.530000001192093
FS( 137 ),6406102.040000000037253,5699907.560000000521541,12106009.600000001490116
FS( 138 ),6668633.750000000000000,5732461.400000000372529,12401095.150000000372529
FS( 139 ),6738345.559999999590218,5720623.639999999664724,12458969.199999999254942
FS( 140 ),6557391.500000000000000,5696208.259999999776483,12253599.759999999776483
FS( 141 ),6579639.950000000186265,5727282.379999999888241,12306922.330000000074506
FS( 142 ),6558874.729999999515712,5803487.959999999962747,12362362.689999999478459
FS( 143 ),6514377.830000000074506,5811626.419999999925494,12326004.250000000000000
FS( 144 ),6544042.429999999701977,5822724.320000000298023,12366766.750000000000000
FS( 145 ),6527726.899999999441206,5827163.480000000447035,12354890.379999998956919
FS( 146 ),6523277.209999999031425,5732461.400000000372529,12255738.609999999403954
FS( 147 ),6468397.700000000186265,5732461.400000000372529,12200859.100000001490116
FS( 148 ),6377920.669999999925494,5753917.339999999850988,12131838.009999999776483
FS( 149 ),6444666.020000000484288,5762055.799999999813735,12206721.820000000298023
FS( 150 ),6554425.040000000037253,5800528.520000000484288,12354953.560000000521541
FS( 151 ),6628586.540000000037253,5807927.120000000111759,12436513.660000000149012
FS( 152 ),6744278.479999999515712,5858237.600000000558794,12602516.080000000074506
FS( 153 ),6719063.569999999366701,5867115.919999999925494,12586179.489999998360872
FS( 154 ),6751694.630000000819564,5867855.780000000260770,12619550.410000000149012
FS( 155 ),6696815.120000000111759,5852318.719999999739230,12549133.839999999850988
FS( 156 ),6738345.559999999590218,5881913.120000000111759,12620258.679999999701977
FS( 157 ),6710164.190000000409782,5896710.320000000298023,12606874.510000001639128
FS( 158 ),6526243.669999999925494,5833822.219999999739230,12360065.890000000596046
FS( 159 ),6505478.450000000186265,5850099.139999999664724,12355577.589999999850988
FS( 160 ),6389786.509999999776483,5728022.240000000223517,12117808.750000000000000
FS( 161 ),6367538.059999999590218,5798308.940000000409782,12165847.000000000000000
FS( 162 ),6535143.049999999813735,5846399.839999999850988,12381542.890000000596046
FS( 163 ),6499545.530000000260770,5892271.160000000149012,12391816.690000001341105
FS( 164 ),6640452.380000000819564,5883392.839999999850988,12523845.220000000670552
FS( 165 ),6541075.969999999739230,5845659.980000000447035,12386735.949999999254942
FS( 166 ),6670116.979999999515712,5880433.400000000372529,12550550.379999998956919
FS( 167 ),6674566.669999999925494,5810886.560000000521541,12485453.230000000447035
FS( 168 ),6714613.880000000819564,5790170.480000000447035,12504784.360000001266599
FS( 169 ),6592989.020000000484288,5793129.919999999925494,12386118.940000001341105
FS( 170 ),6704231.270000000484288,5866376.060000000521541,12570607.330000001937151
FS( 171 ),6741312.020000000484288,5873034.799999999813735,12614346.820000000298023
FS( 172 ),6726479.719999999739230,5901149.480000000447035,12627629.199999999254942
FS( 173 ),6784325.690000000409782,5887832.000000000000000,12672157.690000001341105
FS( 174 ),6742795.250000000000000,5944061.360000000335276,12686856.609999999403954
FS( 175 ),6802124.450000000186265,5825683.759999999776483,12627808.210000000894070
FS( 176 ),6775426.309999999590218,5742079.580000000074506,12517505.890000000596046
FS( 177 ),6791741.839999999850988,5738380.280000000260770,12530122.120000001043081
FS( 178 ),6815473.520000000484288,5705086.580000000074506,12520560.100000001490116
FS( 179 ),6787292.149999999441206,5705086.580000000074506,12492378.730000000447035
FS( 180 ),6788775.380000000819564,5695468.400000000372529,12484243.780000001192093
FS( 181 ),6806574.139999999664724,5675492.179999999701977,12482066.320000000298023
FS( 182 ),6793225.069999999366701,5682890.780000000260770,12476115.849999999627471
FS( 183 ),6827339.360000000335276,5691029.240000000223517,12518368.600000001490116
FS( 184 ),6868869.799999999813735,5686590.080000000074506,12555459.879999998956919
FS( 185 ),6889635.020000000484288,5697687.980000000447035,12587323.000000000000000
FS( 186 ),6857003.959999999031425,5693988.679999999701977,12550992.639999998733401
FS( 187 ),6879252.410000000149012,5654776.100000000558794,12534028.510000001639128
FS( 188 ),6897051.169999999925494,5654776.100000000558794,12551827.269999999552965
FS( 189 ),6892601.479999999515712,5696208.259999999776483,12588809.739999998360872
FS( 190 ),6858487.190000000409782,5679191.480000000447035,12537678.670000001788139
FS( 191 ),6834755.509999999776483,5679191.480000000447035,12513946.990000000223517
FS( 192 ),6983078.509999999776483,5667353.719999999739230,12650432.230000000447035
FS( 193 ),7020159.259999999776483,5497925.780000000260770,12518085.039999999105930
FS( 194 ),7076522.000000000000000,5523820.879999999888241,12600342.879999998956919
FS( 195 ),7072072.309999999590218,5490527.179999999701977,12562599.489999998360872
FS( 196 ),7122502.130000000819564,5502364.940000000409782,12624867.070000000298023
FS( 197 ),7255992.830000000074506,5442436.280000000260770,12698429.109999999403954
FS( 198 ),7239677.299999999813735,5467591.520000000484288,12707268.820000000298023
FS( 199 ),7297523.270000000484288,5445395.719999999739230,12742918.990000000223517
FS( 200 ),7324221.410000000149012,5376588.740000000223517,12700810.150000000372529
FS( 201 ),7383550.610000000335276,5479429.280000000260770,12862979.890000000596046
FS( 202 ),7217428.849999999627471,5525300.600000000558794,12742729.449999999254942
FS( 203 ),7180348.099999999627471,5574871.219999999739230,12755219.320000000298023
FS( 204 ),7049823.860000000335276,5560813.879999999888241,12610637.740000000223517
FS( 205 ),6922266.080000000074506,5549715.980000000447035,12471982.060000000521541
FS( 206 ),7150683.500000000000000,5577090.799999999813735,12727774.300000000745058
FS( 207 ),7233744.380000000819564,5584489.400000000372529,12818233.780000001192093
FS( 208 ),7285657.429999999701977,5561553.740000000223517,12847211.169999999925494
FS( 209 ),7272308.360000000335276,5500885.219999999739230,12773193.580000000074506
FS( 210 ),7121018.899999999441206,5421720.200000000186265,12542739.099999999627471
FS( 211 ),7189247.479999999515712,5450574.740000000223517,12639822.219999998807907
FS( 212 ),7310872.339999999850988,5435777.540000000037253,12746649.879999998956919
FS( 213 ),7296040.040000000037253,5448355.160000000149012,12744395.199999999254942
FS( 214 ),7276758.049999999813735,5462412.500000000000000,12739170.550000000745058
FS( 215 ),7342020.169999999925494,5478689.419999999925494,12820709.589999999850988
FS( 216 ),7456228.880000000819564,5434297.820000000298023,12890526.700000001117587
FS( 217 ),7525940.690000000409782,5575611.080000000074506,13101551.769999999552965
FS( 218 ),7589719.580000000074506,5617783.100000000558794,13207502.679999999701977
FS( 219 ),7512591.620000000111759,5605205.480000000447035,13117797.100000001490116
FS( 220 ),7561538.209999999031425,5633320.160000000149012,13194858.369999999180436
FS( 221 ),7610484.799999999813735,5640718.759999999776483,13251203.559999998658895
FS( 222 ),7625317.099999999627471,5634060.020000000484288,13259377.120000001043081
FS( 223 ),7695028.910000000149012,5624441.839999999850988,13319470.750000000000000
FS( 224 ),7592686.040000000037253,5621482.400000000372529,13214168.440000001341105
FS( 225 ),7428047.509999999776483,5632580.299999999813735,13060627.809999998658895
FS( 226 ),7174415.179999999701977,5600766.320000000298023,12775181.500000000000000
FS( 227 ),7260442.520000000484288,5563033.459999999962747,12823475.980000000447035
FS( 228 ),7264892.209999999031425,5564513.179999999701977,12829405.389999998733401
FS( 229 ),7377617.690000000409782,5507543.959999999962747,12885161.650000000372529
FS( 230 ),7484410.250000000000000,5599286.600000000558794,13083696.850000001490116
FS( 231 ),7401349.370000000111759,5540837.660000000149012,12942187.030000001192093
FS( 232 ),7460678.569999999366701,5526040.459999999962747,12986719.029999999329448
FS( 233 ),7619384.179999999701977,5640718.759999999776483,13260102.939999999478459
FS( 234 ),7628283.559999999590218,5625181.700000000186265,13253465.259999999776483
FS( 235 ),7530390.380000000819564,5644418.060000000521541,13174808.440000001341105
FS( 236 ),7537806.530000000260770,5588928.560000000521541,13126735.089999999850988
FS( 237 ),7468094.719999999739230,5606685.200000000186265,13074779.919999999925494
FS( 238 ),7344986.630000000819564,5673272.600000000558794,13018259.230000000447035
FS( 239 ),7457712.110000000335276,5676971.900000000372529,13134684.010000001639128
FS( 240 ),7491826.399999999441206,5598546.740000000223517,13090373.140000000596046
FS( 241 ),7319771.719999999739230,5557854.440000000409782,12877626.160000000149012
FS( 242 ),6991977.889999999664724,5429118.799999999813735,12421096.689999999478459
FS( 243 ),7091354.299999999813735,5430598.520000000484288,12521952.820000000298023
FS( 244 ),7006810.190000000409782,5400264.259999999776483,12407074.449999999254942
FS( 245 ),7189247.479999999515712,5457233.480000000447035,12646480.960000000894070
FS( 246 ),7229294.690000000409782,5465371.940000000409782,12694666.630000000819564
FS( 247 ),7187764.250000000000000,5514202.700000000186265,12701966.949999999254942
FS( 248 ),7309389.110000000335276,5543797.100000000558794,12853186.210000000894070
FS( 249 ),7448812.729999999515712,5567472.620000000111759,13016285.349999999627471
FS( 250 ),7425081.049999999813735,5548976.120000000111759,12974057.169999999925494
FS( 251 ),7436946.889999999664724,5576350.940000000409782,13013297.830000000074506
FS( 252 ),7386517.069999999366701,5608904.780000000260770,12995421.849999999627471
FS( 253 ),7385033.839999999850988,5629620.860000000335276,13014654.699999999254942
