代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12072370.079999998211861
真實報酬,2072370.079999998211861

夏普值報酬,0.198537008000000
夏普值風險,0.057103845505221
夏普值,3.476771244448827

二次趨勢線,40.368412797406378 x^2 + 10015.158577861844606 x + 10000000.000000000000000
二次加權預期報酬,16985.437854214007530
風險,178863.582778848678572
二次加權趨勢值,0.094963086338348
一次趨勢線,13935.882222335794722 x + 10000000.000000000000000
一次預期報酬,13935.882222335794722
一次風險,194274.516157993435627
一次趨勢值,0.071732940057884
找到最佳解世代,2189
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
FS( 76 ),10924020.679999999701977,10924020.679999999701977
FS( 77 ),11018826.269999999552965,11018826.269999999552965
FS( 78 ),11041526.199999999254942,11041526.199999999254942
FS( 79 ),11056214.389999998733401,11056214.389999998733401
FS( 80 ),11036185.040000000968575,11036185.040000000968575
FS( 81 ),10988114.599999999627471,10988114.599999999627471
FS( 82 ),10928026.550000000745058,10928026.550000000745058
FS( 83 ),10992120.469999998807907,10992120.469999998807907
FS( 84 ),11263184.339999997988343,11263184.339999997988343
FS( 85 ),11292560.719999998807907,11292560.719999998807907
FS( 86 ),11259178.469999998807907,11259178.469999998807907
FS( 87 ),11436772.040000000968575,11436772.040000000968575
FS( 88 ),11435436.750000000000000,11435436.750000000000000
FS( 89 ),11464813.129999998956919,11464813.129999998956919
FS( 90 ),11491518.929999999701977,11491518.929999999701977
FS( 91 ),11430095.589999997988343,11430095.589999997988343
FS( 92 ),11396713.339999997988343,11396713.339999997988343
FS( 93 ),11348642.899999998509884,11348642.899999998509884
FS( 94 ),11344637.029999999329448,11344637.029999999329448
FS( 95 ),11458136.679999999701977,11458136.679999999701977
FS( 96 ),11414072.109999999403954,11414072.109999999403954
FS( 97 ),11403389.790000000968575,11403389.790000000968575
FS( 98 ),11511548.279999999329448,11511548.279999999329448
FS( 99 ),11519560.019999999552965,11519560.019999999552965
FS( 100 ),11555612.849999999627471,11555612.849999999627471
FS( 101 ),11825341.429999999701977,11825341.429999999701977
FS( 102 ),11766588.669999999925494,11766588.669999999925494
FS( 103 ),11753235.769999999552965,11753235.769999999552965
FS( 104 ),11629053.800000000745058,11629053.800000000745058
FS( 105 ),11587659.810000000521541,11587659.810000000521541
FS( 106 ),11547601.109999999403954,11547601.109999999403954
FS( 107 ),11535583.500000000000000,11535583.500000000000000
FS( 108 ),11357989.929999999701977,11357989.929999999701977
FS( 109 ),11422083.849999999627471,11422083.849999999627471
FS( 110 ),11253837.310000000521541,11253837.310000000521541
FS( 111 ),11360660.509999999776483,11360660.509999999776483
FS( 112 ),10964079.379999998956919,10964079.379999998956919
FS( 113 ),11478166.029999999329448,11478166.029999999329448
FS( 114 ),11227131.509999999776483,11227131.509999999776483
FS( 115 ),11520895.310000000521541,11520895.310000000521541
FS( 116 ),11550271.689999999478459,11550271.689999999478459
FS( 117 ),11593000.969999998807907,11593000.969999998807907
FS( 118 ),11572971.619999999180436,11572971.619999999180436
FS( 119 ),11683800.689999999478459,11683800.689999999478459
FS( 120 ),11431430.879999998956919,11431430.879999998956919
FS( 121 ),11647747.859999999403954,11647747.859999999403954
FS( 122 ),11718518.230000000447035,11718518.230000000447035
FS( 123 ),11954864.560000000521541,11954864.560000000521541
FS( 124 ),12034981.959999999031425,12034981.959999999031425
FS( 125 ),11845370.779999999329448,11845370.779999999329448
FS( 126 ),12008276.160000000149012,12008276.160000000149012
FS( 127 ),12123111.099999999627471,12123111.099999999627471
FS( 128 ),12121775.810000000521541,12121775.810000000521541
FS( 129 ),12072370.079999998211861,12072370.079999998211861
