訓練日期,20180403 - 20180703
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10702606.570000000298023
真實報酬,702606.570000000298023

夏普值報酬,0.061560657000000
夏普值風險,0.021167055839377
夏普值,2.908324023290858

預期報酬,15897.219230128639538
風險,165369.733829682896612
趨勢值,0.096131370970830
找到最佳解世代,80
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,15
AAPL[0](8),BA[2](13),CSCO[4](17),DIS[6](9),HD[9](1),JNJ[12](25),MRK[17](6),NKE[19](3),PFE[20](15),PG[21](26),UNH[23](4),UTX[24](19),V[25](2),WBA[27](21),XOM[29](7),
Stock#,AAPL[0](8),BA[2](13),CSCO[4](17),DIS[6](9),HD[9](1),JNJ[12](25),MRK[17](6),NKE[19](3),PFE[20](15),PG[21](26),UNH[23](4),UTX[24](19),V[25](2),WBA[27](21),XOM[29](7),
張數,3999,2067,16256,6757,3855,5352,12514,10397,19020,8613,3069,5398,5631,10565,9104,
分配資金,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,
剩餘資金,112.679999999934807,182.520000000018626,7.440000000060536,20.380000000004657,136.500000000000000,20.880000000004657,45.219999999972060,10.359999999986030,15.000000000000000,19.799999999930151,79.200000000069849,120.959999999962747,11.910000000032596,14.500000000000000,71.119999999995343,
20180403,673504.289999999920838,683987.459999999962747,672680.720000000088476,671801.320000000065193,669981.299999999930151,686950.079999999958090,676927.479999999981374,693490.260000000009313,678648.599999999976717,675795.779999999911524,689315.220000000088476,674385.139999999897555,671227.110000000102445,667405.550000000046566,683053.199999999953434,10169163.509999999776483
20180404,686381.069999999948777,677001.000000000000000,669754.640000000130385,682139.530000000027940,684167.699999999953434,697975.199999999953434,682558.779999999911524,711373.099999999976717,687207.600000000093132,680877.449999999953434,702235.710000000079162,679027.419999999925494,674662.020000000018626,692127.650000000023283,681687.600000000093132,10289186.470000000670552
20180405,691139.880000000004657,695521.319999999948777,679833.360000000102445,689977.650000000023283,690682.650000000023283,699580.800000000046566,682433.640000000013970,723537.589999999967404,679599.599999999976717,678724.199999999953434,703095.030000000027940,678973.439999999944121,682432.800000000046566,683041.750000000116415,692157.199999999953434,10350740.910000000149012
20180406,673464.299999999930151,674272.560000000055879,662114.320000000065193,678085.329999999958090,672641.250000000000000,685612.079999999958090,667792.260000000009313,702327.709999999962747,668948.400000000023283,675537.390000000013970,687412.440000000060536,662779.439999999944121,662780.610000000102445,670575.049999999930151,681687.600000000093132,10126040.740000000223517
20180409,680142.630000000004657,666748.680000000051223,669266.960000000079162,673693.280000000027940,665162.549999999930151,692997.839999999967404,702831.459999999962747,698480.820000000065193,674464.200000000069849,673211.879999999888241,683637.570000000065193,659864.519999999902211,668918.400000000023283,664024.750000000000000,681687.600000000093132,10155143.139999998733401
20180410,692939.429999999934807,692276.130000000004657,691050.000000000000000,684977.470000000088476,668940.450000000069849,697118.880000000004657,706961.079999999958090,696609.359999999986030,683784.000000000000000,675020.609999999986030,696097.710000000079162,663859.039999999920838,679786.229999999981374,673638.900000000023283,701716.399999999906868,10304785.690000001341105
20180411,689700.239999999874271,676835.640000000013970,689749.520000000018626,681125.979999999981374,666511.800000000046566,693800.640000000013970,703332.020000000018626,694841.869999999995343,680740.799999999930151,674159.309999999939464,681090.300000000046566,661106.059999999939464,674493.090000000083819,677336.650000000023283,704993.840000000083819,10249827.759999999776483
20180412,696498.539999999920838,697753.680000000051223,704542.480000000097789,678355.609999999986030,668439.300000000046566,698082.239999999990687,710089.579999999958090,704615.049999999930151,690821.400000000023283,670025.069999999948777,688271.760000000125729,665424.459999999962747,681757.079999999958090,676597.100000000093132,703082.000000000000000,10334365.349999999627471
20180413,698857.949999999837019,680804.279999999911524,699015.440000000060536,678085.329999999958090,666280.500000000000000,699099.119999999995343,715470.599999999976717,699208.609999999986030,690821.400000000023283,675020.609999999986030,688394.520000000018626,662509.539999999920838,679955.160000000032596,674272.800000000046566,708726.479999999981374,10316532.340000001713634
20180416,703216.859999999869615,685951.109999999986030,703892.239999999990687,677342.059999999939464,672564.150000000023283,705200.399999999906868,733991.319999999948777,697233.180000000051223,694815.599999999976717,677087.729999999981374,706931.280000000027940,668447.339999999967404,686318.190000000060536,699628.799999999930151,715099.280000000027940,10427729.539999999105930
20180417,712894.439999999944121,696182.760000000125729,724862.480000000097789,690383.070000000065193,674414.549999999930151,698670.959999999962747,741750.000000000000000,701911.830000000074506,691011.599999999976717,675537.390000000013970,732189.150000000139698,672333.900000000023283,697129.709999999962747,696987.549999999930151,713187.439999999944121,10519456.830000000074506
20180418,711294.839999999967404,705029.520000000018626,725512.720000000088476,683896.349999999976717,693458.250000000000000,683578.319999999948777,737370.099999999976717,688291.760000000009313,694054.800000000046566,673556.399999999906868,725590.800000000046566,673791.359999999986030,697129.709999999962747,700051.400000000023283,721290.000000000000000,10513906.330000000074506
20180419,691139.880000000004657,704285.400000000023283,724374.800000000046566,681734.109999999986030,682779.900000000023283,682668.479999999981374,733866.179999999934807,683405.170000000041910,694815.599999999976717,645564.149999999906868,723626.640000000013970,668663.259999999892898,698030.670000000041910,689697.700000000069849,723110.800000000046566,10427772.740000000223517
20180420,662826.959999999962747,700213.410000000032596,716734.480000000097789,677342.059999999939464,682510.049999999930151,677905.199999999953434,736243.839999999967404,687148.089999999967404,696717.600000000093132,635659.199999999953434,721478.340000000083819,664506.799999999930151,699382.110000000102445,675329.300000000046566,719287.119999999995343,10353294.559999998658895
20180423,660907.439999999944121,700564.799999999930151,719335.440000000060536,676733.930000000051223,685015.799999999930151,678815.040000000037253,754013.719999999972060,695361.719999999972060,699951.000000000000000,628768.799999999930151,719268.660000000032596,666558.039999999920838,700846.170000000041910,682513.499999999883585,724476.399999999906868,10393140.460000000894070
20180424,651709.739999999874271,680349.540000000037253,711044.880000000121072,672071.599999999976717,679618.799999999930151,675389.760000000009313,752011.479999999981374,696297.449999999953434,704896.200000000069849,624462.299999999930151,718900.380000000121072,659216.759999999892898,682883.280000000027940,686739.500000000000000,713369.519999999902211,10308971.189999997615814
20180425,654549.029999999911524,708874.140000000013970,710557.200000000069849,683490.930000000051223,683974.949999999953434,678440.400000000023283,746255.040000000037253,693178.349999999976717,697668.599999999976717,622739.699999999953434,718900.380000000121072,655708.059999999939464,682545.420000000041910,696776.250000000000000,723839.119999999995343,10357507.569999998435378
20180426,656828.459999999962747,708729.450000000069849,718685.200000000069849,674639.260000000009313,716087.099999999976717,685130.399999999906868,743501.959999999962747,707526.209999999962747,700902.000000000000000,626615.549999999930151,727524.270000000018626,663103.319999999948777,715599.390000000013970,705122.599999999976717,736220.559999999939464,10486225.730000000447035
20180427,649230.359999999869615,704781.479999999981374,726813.200000000069849,670517.489999999990687,718939.800000000046566,686521.920000000041910,744252.799999999930151,723225.680000000051223,703755.000000000000000,627132.329999999958090,737191.620000000111759,661160.039999999920838,709574.220000000088476,709031.650000000023283,708271.280000000027940,10480408.869999999180436
20180430,660987.419999999925494,689651.040000000037253,719985.680000000051223,677950.189999999944121,712540.500000000000000,676995.359999999986030,736744.399999999906868,711061.189999999944121,696337.199999999953434,623084.219999999972060,725590.800000000046566,648690.660000000032596,714473.190000000060536,702058.750000000000000,707907.119999999995343,10404067.719999998807907
20180501,676343.579999999958090,681341.700000000069849,728763.920000000041910,676125.800000000046566,711885.150000000023283,674426.400000000023283,725606.939999999944121,708046.059999999939464,673323.000000000000000,619811.279999999911524,726971.850000000093132,642267.039999999920838,718020.720000000088476,691176.800000000046566,700623.920000000041910,10354744.160000000149012
20180502,706216.109999999869615,670283.250000000000000,712995.600000000093132,673152.720000000088476,716819.549999999930151,660992.880000000004657,717097.419999999925494,709709.580000000074506,663622.800000000046566,611026.019999999902211,716567.940000000060536,639783.959999999962747,711657.690000000060536,672476.750000000000000,699258.319999999948777,10281670.589999999850988
20180503,707495.789999999920838,683718.750000000000000,722424.080000000074506,667341.700000000069849,706333.949999999953434,658477.440000000060536,719975.640000000013970,695569.660000000032596,661150.199999999953434,614643.479999999981374,718685.550000000046566,635465.559999999939464,716162.490000000107102,657474.449999999953434,696891.280000000027940,10261820.019999999552965
20180504,735248.849999999976717,691449.330000000074506,736404.239999999990687,683490.930000000051223,713427.150000000023283,664685.760000000009313,722728.719999999972060,708046.059999999939464,662671.800000000046566,623859.390000000013970,724056.300000000046566,645235.939999999944121,721680.869999999995343,674167.150000000023283,700168.720000000088476,10407331.209999999031425
20180507,740567.519999999902211,703851.330000000074506,743394.320000000065193,692477.739999999990687,707760.300000000046566,661474.560000000055879,718098.540000000037253,720938.339999999967404,664383.599999999976717,619983.539999999920838,717550.020000000018626,652685.179999999934807,727874.969999999972060,658214.000000000000000,707816.079999999958090,10437080.039999999105930
20180508,744126.630000000004657,699593.310000000055879,743069.200000000069849,687815.410000000032596,713465.699999999953434,656229.599999999976717,710339.859999999986030,711788.979999999864958,665334.599999999976717,615332.519999999902211,712179.270000000018626,657543.380000000004657,731478.810000000055879,658847.900000000023283,711002.479999999981374,10418157.649999998509884
20180509,749365.319999999948777,712264.020000000018626,748433.680000000051223,675517.670000000041910,718554.300000000046566,661046.400000000023283,725231.520000000018626,706486.510000000009313,668948.400000000023283,623342.609999999986030,703524.690000000060536,664668.739999999990687,736771.950000000069849,664975.599999999976717,727753.840000000083819,10486895.250000000000000
20180510,760082.639999999897555,711375.209999999962747,752660.239999999990687,687072.140000000013970,721638.299999999930151,670894.079999999958090,726608.060000000055879,706174.599999999976717,666475.799999999930151,630060.750000000000000,717335.190000000060536,670012.759999999892898,736771.950000000069849,674167.150000000023283,744050.000000000000000,10575388.869999999180436
20180511,754284.089999999967404,708047.339999999967404,746645.520000000018626,689707.369999999995343,733781.550000000046566,681009.359999999986030,747005.879999999888241,711477.070000000065193,675225.000000000000000,631955.609999999986030,731360.520000000018626,672064.000000000000000,742290.329999999958090,677125.350000000093132,740044.239999999990687,10642033.230000000447035
20180514,752524.529999999911524,712450.049999999930151,742906.640000000130385,692207.459999999962747,736749.900000000023283,674694.000000000000000,746880.739999999990687,715739.839999999967404,682072.199999999953434,631180.439999999944121,745539.300000000046566,674763.000000000000000,738855.420000000041910,687795.999999999883585,745051.439999999944121,10679420.960000000894070
20180515,745686.239999999874271,707344.560000000055879,739330.320000000065193,695450.820000000065193,724799.399999999906868,669716.640000000013970,740874.020000000018626,722601.859999999986030,678838.799999999930151,628338.149999999906868,735104.700000000069849,672441.859999999986030,738236.010000000009313,682619.150000000023283,744687.280000000027940,10626079.810000000521541
20180516,752644.500000000000000,704967.510000000125729,734128.400000000023283,709775.660000000032596,718631.400000000023283,670894.079999999958090,747756.719999999972060,741732.339999999967404,678648.599999999976717,633333.689999999944121,741917.880000000121072,673683.400000000023283,737053.500000000000000,694557.599999999976717,746781.199999999953434,10686516.479999996721745
20180517,747885.689999999944121,711519.900000000023283,706493.200000000069849,705045.760000000009313,714583.650000000023283,662866.079999999958090,739247.199999999953434,737573.539999999920838,679219.200000000069849,637037.279999999911524,745723.440000000060536,672765.739999999990687,731647.740000000107102,697198.849999999976717,745506.639999999897555,10634323.910000000149012
20180518,745166.369999999995343,726174.930000000051223,702429.200000000069849,702275.390000000013970,722640.599999999976717,664953.359999999986030,740123.179999999934807,741524.399999999906868,677887.800000000046566,632644.649999999906868,750879.359999999986030,672765.739999999990687,731647.740000000107102,679766.600000000093132,740226.319999999948777,10631115.639999998733401
20180521,750445.049999999930151,752405.160000000032596,711207.440000000060536,703153.800000000046566,731776.949999999953434,662170.319999999948777,732990.199999999953434,742148.219999999972060,680931.000000000000000,637898.579999999958090,760884.300000000046566,691334.859999999986030,735758.369999999995343,681457.000000000000000,749148.239999999990687,10723719.490000000223517
20180522,748565.519999999902211,734008.859999999986030,709581.840000000083819,703221.369999999995343,720520.349999999976717,657835.199999999953434,731488.520000000018626,741420.430000000051223,679409.400000000023283,637640.189999999944121,752536.620000000111759,690363.219999999972060,736039.920000000041910,678604.450000000069849,743321.680000000051223,10664567.569999998435378
20180523,753364.319999999948777,742669.589999999967404,710069.520000000018626,695248.109999999986030,719749.349999999976717,660725.280000000027940,740498.599999999976717,741732.339999999967404,684164.400000000023283,638932.140000000013970,749713.140000000013970,688797.799999999930151,742628.190000000060536,675223.649999999906868,747964.720000000088476,10691491.150000000372529
20180524,752524.529999999911524,742235.520000000018626,708281.360000000102445,689977.650000000023283,721599.750000000000000,654302.880000000004657,739998.040000000037253,750465.820000000065193,682642.800000000046566,635400.809999999939464,745017.570000000065193,687826.160000000032596,742684.500000000000000,669941.149999999906868,730849.199999999953434,10653757.740000000223517
20180525,754244.099999999976717,744488.549999999930151,703242.000000000000000,690585.780000000027940,720443.250000000000000,650128.319999999948777,739497.479999999981374,751193.609999999986030,678648.599999999976717,640051.829999999958090,751830.750000000000000,685828.900000000023283,739249.590000000083819,671208.950000000069849,716646.959999999962747,10637298.669999998062849
20180529,751524.779999999911524,728758.680000000051223,698527.760000000009313,673625.709999999962747,713311.500000000000000,639049.680000000051223,730862.819999999948777,737365.599999999976717,679029.000000000000000,637812.449999999953434,743298.930000000051223,675464.739999999990687,730296.300000000046566,662440.000000000000000,714006.800000000046566,10515384.750000000000000
20180530,749925.179999999934807,740561.250000000000000,696577.040000000037253,675585.239999999990687,721368.450000000069849,647452.319999999948777,747381.299999999930151,750985.670000000041910,685686.000000000000000,645047.369999999878928,751800.060000000055879,681348.559999999939464,735645.750000000000000,671314.599999999976717,742047.119999999995343,10642735.910000000149012
20180531,747405.809999999939464,728097.240000000107102,694301.200000000069849,672139.170000000041910,719286.750000000000000,640227.119999999995343,745003.640000000013970,746514.959999999962747,683403.599999999976717,630233.009999999892898,741273.390000000013970,673899.319999999948777,736096.229999999981374,659164.849999999976717,739680.079999999958090,10556736.369999999180436
20180601,760882.439999999944121,737522.760000000125729,709744.400000000023283,671395.900000000023283,722370.750000000000000,649004.400000000023283,757893.060000000055879,756496.080000000074506,689490.000000000000000,632644.649999999906868,746920.350000000093132,679243.339999999967404,736828.260000000009313,664130.400000000023283,745051.439999999944121,10659628.230000000447035
20180604,767240.849999999976717,745811.430000000051223,708443.920000000041910,677342.059999999939464,737829.300000000046566,652697.280000000027940,776163.500000000000000,767620.869999999995343,693294.000000000000000,638932.140000000013970,750848.670000000041910,681834.380000000004657,749329.079999999958090,668779.000000000000000,737222.000000000000000,10753398.480000000447035
20180605,773159.369999999995343,744509.220000000088476,709906.960000000079162,675314.959999999962747,740065.199999999953434,650181.840000000083819,768279.679999999934807,769908.209999999962747,693103.799999999930151,637123.409999999916181,750234.870000000111759,679999.059999999939464,752088.270000000018626,664447.349999999976717,734581.840000000083819,10742914.039999999105930
20180606,775838.699999999837019,768197.040000000037253,719498.000000000000000,688626.250000000000000,746425.950000000069849,657192.960000000079162,775037.239999999990687,777186.109999999986030,691962.600000000093132,640396.349999999860302,763186.050000000046566,684695.319999999948777,767404.590000000083819,667194.250000000000000,747145.359999999986030,10869996.769999999552965
20180607,773759.219999999972060,761934.029999999911524,709581.840000000083819,692410.170000000041910,756371.849999999976717,660083.040000000037253,775788.079999999958090,777290.080000000074506,694054.800000000046566,652540.679999999934807,764198.820000000065193,688797.799999999930151,753664.950000000069849,671948.500000000000000,754610.639999999897555,10887044.500000000000000
20180608,766720.979999999864958,763939.020000000018626,706818.320000000065193,702613.239999999990687,764698.650000000023283,663990.000000000000000,783171.339999999967404,778745.660000000032596,697478.400000000023283,664771.140000000013970,769416.120000000111759,688959.739999999990687,758732.850000000093132,669835.500000000000000,761165.519999999902211,10941066.480000000447035
20180611,764841.449999999837019,766915.500000000000000,710232.080000000074506,705113.329999999958090,769748.699999999953434,656497.199999999953434,780042.839999999967404,775522.589999999967404,690441.000000000000000,667785.689999999944121,778930.020000000018626,691982.619999999878928,754059.119999999995343,676808.400000000023283,756613.519999999902211,10945544.059999996796250
20180612,769040.399999999906868,766254.060000000055879,714296.080000000074506,704978.189999999944121,776186.550000000046566,655854.960000000079162,781419.379999999888241,772403.490000000107102,690441.000000000000000,665287.919999999925494,778316.220000000088476,690255.259999999892898,759408.570000000065193,673005.000000000000000,750422.800000000046566,10947579.880000000819564
20180613,762721.979999999864958,752260.470000000088476,715434.000000000000000,718357.050000000046566,772331.550000000046566,656336.640000000013970,783296.479999999981374,770532.030000000027940,688919.400000000023283,658655.909999999916181,776137.230000000097789,685343.079999999958090,756818.310000000055879,675223.649999999906868,742138.160000000032596,10914515.940000001341105
20180614,763121.880000000004657,749304.660000000032596,726488.080000000074506,734844.130000000004657,769864.349999999976717,655159.199999999953434,770407.060000000055879,776666.260000000009313,687778.199999999953434,654521.669999999925494,783686.970000000088476,685343.079999999958090,760196.910000000032596,685366.050000000046566,745597.680000000051223,10948356.179999999701977
20180615,755283.839999999967404,739920.479999999981374,719335.440000000060536,735519.829999999958090,773218.199999999953434,656229.599999999976717,776288.640000000013970,788518.839999999967404,691582.199999999953434,666493.739999999874271,785681.820000000065193,685181.139999999897555,760760.010000000009313,695191.500000000000000,734399.760000000009313,10963615.039999999105930
20180618,754883.939999999944121,733430.100000000093132,718685.200000000069849,723424.800000000046566,773796.449999999953434,649325.520000000018626,763274.079999999958090,786127.530000000027940,687778.199999999953434,653229.719999999972060,782275.230000000097789,688311.979999999981374,766954.109999999986030,677759.250000000116415,735856.399999999906868,10895122.509999999776483
20180619,742686.989999999874271,705277.560000000055879,712345.360000000102445,716938.079999999958090,768091.050000000046566,656015.520000000018626,763774.640000000013970,772091.580000000074506,688919.400000000023283,657450.089999999967404,776597.580000000074506,675140.859999999986030,760816.320000000065193,682619.150000000023283,734763.920000000041910,10813538.100000001490116
20180620,745926.179999999934807,708522.750000000000000,711044.880000000121072,724032.930000000051223,767589.900000000023283,653178.960000000079162,766903.140000000013970,776874.199999999953434,693484.200000000069849,653315.849999999860302,775953.090000000083819,676814.239999999990687,763012.410000000032596,718434.500000000000000,732487.920000000041910,10867585.150000000372529
20180621,741767.219999999972060,698125.740000000107102,701616.400000000023283,715519.109999999986030,772331.550000000046566,650021.280000000027940,765651.739999999990687,768764.539999999920838,690441.000000000000000,658397.519999999902211,773129.609999999986030,666666.000000000000000,757550.340000000083819,716215.850000000093132,725568.880000000004657,10801776.780000001192093
20180622,739607.759999999892898,700709.490000000107102,702266.640000000130385,718559.760000000009313,761152.049999999930151,657460.560000000055879,769280.799999999930151,763462.070000000065193,694435.199999999953434,666924.390000000013970,780740.730000000097789,674169.219999999972060,762055.140000000130385,714314.150000000023283,740954.639999999897555,10846102.600000001490116
20180625,728610.509999999892898,684772.920000000041910,687473.680000000051223,705789.030000000027940,757181.400000000023283,656122.560000000055879,764400.339999999967404,752233.309999999939464,691962.600000000093132,670025.069999999948777,769508.190000000060536,672765.739999999990687,737278.740000000107102,710405.099999999976717,726024.079999999958090,10714563.269999999552965
20180626,737648.250000000000000,684979.619999999995343,691700.239999999990687,704505.200000000069849,757104.300000000046566,654838.079999999958090,759895.299999999930151,754416.680000000051223,691962.600000000093132,671833.799999999930151,766623.330000000074506,678325.679999999934807,746400.960000000079162,703326.549999999930151,734217.680000000051223,10737788.270000001415610
20180627,736568.519999999902211,681920.459999999962747,688123.920000000041910,702478.099999999976717,751938.600000000093132,650877.599999999976717,749383.540000000037253,741836.309999999939464,688729.200000000069849,669163.769999999902211,761712.930000000051223,671416.239999999990687,737785.530000000144355,700051.400000000023283,743958.959999999962747,10675955.079999998211861
20180628,741927.179999999934807,691904.069999999948777,698040.080000000074506,707951.270000000018626,752671.050000000046566,652964.880000000004657,754639.419999999925494,745475.260000000009313,691582.199999999953434,672264.449999999953434,751677.300000000046566,672711.759999999892898,747470.850000000093132,630745.000000000000000,746326.000000000000000,10658360.769999999552965
20180629,740367.569999999948777,693681.689999999944121,699503.120000000111759,708221.550000000046566,752247.000000000000000,649432.560000000055879,759645.020000000018626,828443.320000000065193,690060.599999999976717,672350.579999999958090,753027.660000000032596,675032.900000000023283,745837.859999999986030,634125.800000000046566,753245.040000000037253,10755232.269999999552965
20180702,748645.500000000000000,694859.880000000004657,695926.800000000046566,711735.189999999944121,748083.600000000093132,650717.040000000037253,756641.660000000032596,814615.309999999939464,691011.599999999976717,672953.489999999874271,759595.320000000065193,675032.900000000023283,746119.410000000032596,645852.950000000069849,744414.160000000032596,10756214.809999998658895
20180703,735608.759999999892898,688348.830000000074506,693650.960000000079162,703018.660000000032596,746541.599999999976717,656764.799999999930151,759770.160000000032596,793093.520000000018626,691392.000000000000000,670972.500000000000000,758060.820000000065193,674439.119999999995343,740206.859999999986030,641943.900000000023283,748784.079999999958090,10702606.570000000298023
