訓練日期,20140411 - 20140715
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10897486.900000000372529
真實報酬,897486.900000000372529

夏普值報酬,0.081048690000000
夏普值風險,0.025554880389178
夏普值,3.171554269309858

預期報酬,14228.207023541344824
風險,51468.698830565495882
趨勢值,0.276443884279657
找到最佳解世代,83
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,15
AAPL[0](2),AXP[1](3),CAT[3](12),CSCO[4](5),DIS[6](1),DD[7](11),IBM[10](30),INTC[11](20),JNJ[12](4),MCD[15](23),MSFT[18](8),TRV[22](7),UNH[23](25),VZ[26](17),WMT[28](26),
Stock#,AAPL[0](2),AXP[1](3),CAT[3](12),CSCO[4](5),DIS[6](1),DD[7](11),IBM[10](30),INTC[11](20),JNJ[12](4),MCD[15](23),MSFT[18](8),TRV[22](7),UNH[23](25),VZ[26](17),WMT[28](26),
張數,8915,7810,6519,29433,8601,9814,3406,25223,6905,6704,16937,7844,8334,14043,8670,
20140523,782115.250000000116415,693376.200000000069849,678204.630000000004657,721705.710000000079162,716637.809999999939464,708277.359999999986030,633491.559999999939464,663134.779999999911524,697324.199999999953434,683895.279999999911524,679538.119999999995343,728398.280000000027940,656498.520000000018626,698543.610000000102445,655568.399999999906868,10396719.710000000894070
20140527,796825.000000000000000,713760.300000000046566,675922.979999999981374,727297.980000000097789,720250.229999999981374,711810.400000000023283,629540.599999999976717,673728.440000000060536,696150.349999999976717,686308.719999999855645,680723.709999999962747,733340.000000000000000,659332.080000000074506,696858.449999999953434,655395.000000000000000,10457254.240000000223517
20140528,794685.400000000023283,711183.000000000000000,670903.349999999860302,730535.610000000102445,719046.089999999967404,723587.200000000069849,623750.400000000023283,678016.349999999976717,692628.799999999930151,679202.479999999864958,677675.050000000046566,733104.680000000051223,654915.060000000055879,698543.610000000102445,654874.799999999930151,10442661.880000000819564
20140529,809216.849999999976717,712901.200000000069849,675401.459999999846332,726414.989999999990687,722744.520000000018626,733303.059999999939464,626066.479999999864958,680034.190000000060536,695805.099999999976717,679470.639999999897555,683264.260000000125729,738124.839999999967404,661498.920000000158325,698262.750000000000000,658776.299999999930151,10501295.560000000521541
20140530,806185.750000000116415,714619.400000000023283,666470.429999999934807,724649.010000000125729,722572.500000000000000,728396.059999999939464,628110.079999999958090,689114.469999999972060,700638.599999999860302,680074.000000000000000,693426.459999999962747,733026.240000000107102,663665.760000000009313,701633.070000000065193,665625.599999999976717,10518217.429999999701977
20140602,800658.450000000069849,717665.300000000046566,676444.500000000000000,729358.290000000037253,724808.760000000009313,733891.900000000023283,632640.059999999939464,687601.089999999967404,705541.149999999906868,684096.399999999906868,690885.910000000032596,735065.680000000051223,662332.320000000065193,702896.939999999944121,665538.900000000023283,10549435.650000000372529
20140603,811980.500000000000000,716415.700000000069849,681203.369999999878928,726414.989999999990687,721454.369999999995343,735265.859999999986030,628144.139999999897555,697690.290000000037253,707543.599999999860302,680208.079999999958090,682417.410000000032596,732712.479999999981374,665749.260000000009313,692224.260000000009313,665105.399999999906868,10544539.710000000894070
20140604,821252.100000000093132,717040.500000000000000,680029.949999999953434,721117.050000000046566,724550.729999999981374,733499.339999999967404,628620.979999999864958,696176.910000000032596,709062.699999999953434,686845.039999999920838,682925.520000000018626,742595.920000000041910,670999.680000000167638,690258.239999999990687,668746.799999999930151,10573731.460000000894070
20140605,824461.500000000116415,724772.400000000023283,697305.299999999930151,727003.650000000023283,729195.270000000018626,735462.140000000013970,633627.799999999930151,697690.290000000037253,712791.399999999906868,686912.079999999958090,697999.450000000069849,744949.119999999995343,665082.540000000037253,692083.830000000074506,670394.099999999860302,10639740.870000001043081
20140606,822143.600000000093132,741251.500000000000000,705258.479999999981374,730829.939999999944121,727733.099999999976717,742528.219999999972060,634956.139999999897555,710554.020000000018626,712515.199999999953434,683627.119999999878928,702572.439999999944121,740164.280000000027940,666165.960000000195578,694049.850000000093132,669440.399999999906868,10683800.250000000000000
20140609,835337.800000000046566,746406.099999999976717,708974.309999999939464,729946.950000000069849,735215.969999999972060,740565.419999999925494,634445.239999999874271,703996.040000000037253,712791.399999999906868,679738.799999999930151,699015.670000000158325,742517.479999999981374,664749.180000000167638,696156.300000000046566,667706.400000000023283,10697573.060000000521541
20140610,840241.050000000046566,744141.200000000069849,712624.949999999953434,735833.550000000046566,728937.239999999990687,742822.640000000013970,627871.659999999916181,712319.630000000004657,718867.799999999930151,676386.799999999930151,696305.750000000000000,745968.839999999967404,665165.880000000121072,695454.150000000023283,664325.099999999976717,10707276.240000000223517
20140611,836764.200000000069849,742579.199999999953434,708583.169999999925494,737010.869999999995343,725152.800000000046566,738798.900000000023283,620923.419999999925494,704500.500000000000000,713481.899999999906868,673302.959999999962747,692071.500000000000000,744400.040000000153668,668166.120000000111759,693347.699999999953434,660336.899999999906868,10659430.180000001564622
20140612,822767.650000000139698,740080.000000000116415,695284.410000000032596,725826.330000000074506,712165.289999999920838,726727.679999999934807,617415.239999999874271,705257.190000000060536,708026.949999999953434,668878.319999999948777,687329.140000000013970,745184.440000000060536,662082.300000000046566,688713.510000000009313,656608.799999999930151,10562357.250000001862645
20140613,813763.500000000000000,740782.900000000023283,696066.689999999944121,727003.650000000023283,712165.289999999920838,732321.660000000032596,621979.279999999911524,753433.119999999995343,708026.949999999953434,673772.239999999874271,698338.189999999944121,748400.479999999981374,659915.460000000195578,690679.530000000027940,652707.299999999930151,10629366.240000002086163
20140616,821965.300000000046566,737034.100000000093132,696327.449999999953434,722000.040000000037253,716465.789999999920838,730947.700000000069849,621264.019999999902211,756964.339999999967404,707474.549999999930151,677861.679999999818392,702911.180000000051223,748792.680000000051223,650081.340000000083819,692505.120000000111759,653227.500000000000000,10635832.789999999105930
20140617,820895.500000000000000,739299.000000000000000,695414.789999999920838,721117.050000000046566,715261.649999999906868,726727.679999999934807,620957.479999999864958,755450.959999999962747,703883.949999999953434,679001.359999999869615,705959.840000000083819,746910.119999999995343,651498.120000000111759,691100.820000000065193,650192.999999999883585,10623681.320000000298023
20140618,821787.000000000116415,746328.000000000000000,700695.179999999934807,724943.339999999967404,718874.069999999948777,733990.040000000037253,625521.519999999902211,754946.500000000000000,709960.349999999976717,679537.679999999818392,705451.729999999981374,748322.040000000153668,660165.479999999981374,694049.850000000093132,656348.699999999953434,10680931.479999998584390
20140619,818934.200000000069849,742501.099999999976717,699195.809999999939464,727297.980000000097789,720508.260000000009313,727709.080000000074506,622864.839999999850988,758982.179999999934807,716865.349999999976717,683291.919999999925494,703080.550000000046566,749890.839999999967404,670999.680000000167638,694752.000000000000000,657822.599999999976717,10694706.389999998733401
20140620,810464.950000000069849,746171.800000000046566,713081.279999999911524,730829.939999999944121,712337.309999999939464,733303.059999999939464,618539.219999999972060,761756.709999999962747,726946.649999999906868,683358.959999999962747,705959.840000000083819,741968.400000000139698,678500.280000000027940,693628.560000000055879,656175.300000000046566,10713032.259999999776483
20140623,809751.750000000000000,745937.500000000116415,709169.880000000004657,727003.650000000023283,711821.250000000000000,739191.459999999962747,620548.759999999892898,762513.400000000023283,723356.049999999930151,683291.919999999925494,711210.310000000055879,744792.240000000107102,679167.000000000000000,698403.180000000051223,657129.000000000000000,10723297.349999999627471
20140624,804848.500000000000000,737502.700000000069849,702846.449999999953434,722000.040000000037253,711133.170000000041910,731242.119999999995343,616257.199999999953434,769323.609999999986030,722251.250000000000000,680342.159999999916181,707145.430000000051223,742595.920000000041910,681250.500000000000000,692083.830000000074506,658689.599999999976717,10679522.480000000447035
20140625,805561.700000000069849,739142.800000000046566,706953.419999999925494,727592.310000000055879,721626.390000000013970,735265.859999999986030,615712.239999999874271,778908.349999999976717,730330.099999999976717,681280.719999999855645,711887.790000000037253,744086.280000000027940,686250.900000000139698,693909.420000000041910,655655.099999999976717,10734173.379999998956919
20140626,810375.800000000046566,736487.400000000023283,707474.939999999944121,725532.000000000000000,726356.940000000060536,728396.059999999939464,614520.139999999897555,776386.050000000046566,729570.549999999930151,680610.319999999948777,706637.320000000065193,740556.479999999981374,685834.200000000186265,691100.820000000065193,649499.399999999906868,10709348.419999999925494
20140627,820004.000000000116415,741407.700000000069849,709169.880000000004657,727003.650000000023283,733667.789999999920838,721329.979999999981374,619084.179999999934807,780169.500000000000000,725013.249999999883585,680275.119999999878928,715613.930000000051223,736712.920000000041910,683417.340000000083819,692645.550000000046566,653227.500000000000000,10738752.290000000968575
20140630,828473.250000000116415,740939.100000000093132,708452.789999999920838,731418.600000000093132,737452.229999999981374,719170.900000000023283,617585.539999999920838,779412.809999999939464,722458.399999999906868,675448.239999999874271,706298.580000000074506,737889.520000000018626,681333.840000000083819,687168.780000000027940,650886.599999999860302,10724399.179999997839332
20140701,833733.099999999976717,744687.900000000023283,711712.289999999920838,738188.189999999944121,743730.959999999962747,720348.580000000074506,634888.019999999902211,781430.650000000023283,731089.649999999906868,677191.279999999911524,709177.869999999995343,746831.680000000051223,682500.600000000093132,693347.699999999953434,652707.299999999930151,10801575.769999999552965
20140702,833376.500000000116415,743594.500000000000000,714254.699999999953434,736716.540000000037253,743472.929999999934807,720054.160000000032596,641836.259999999892898,781430.650000000023283,731020.599999999976717,674040.399999999906868,709685.979999999981374,742203.720000000088476,687501.000000000000000,697420.170000000041910,655655.099999999976717,10812273.210000000894070
20140703,838279.750000000000000,748514.800000000046566,724163.579999999958090,741425.820000000065193,746913.330000000074506,727414.660000000032596,642313.099999999976717,785466.329999999958090,727982.399999999906868,677057.199999999953434,707992.280000000027940,743929.400000000139698,694668.239999999990687,698122.320000000065193,656782.199999999953434,10861035.410000000149012
20140707,855574.850000000093132,745078.400000000023283,718166.099999999860302,742603.140000000013970,744763.080000000074506,716030.419999999925494,640644.159999999916181,782691.800000000046566,735232.649999999906868,671626.959999999962747,711210.310000000055879,741654.640000000013970,685250.820000000065193,698684.040000000037253,659556.599999999860302,10848777.970000000670552
20140708,850047.550000000046566,738596.099999999976717,713602.799999999930151,737893.860000000102445,738484.349999999976717,712595.520000000018626,637851.239999999874271,776638.279999999911524,730053.899999999906868,671090.639999999897555,707653.540000000037253,738438.600000000093132,682833.960000000195578,684781.469999999972060,664585.199999999953434,10785157.009999999776483
20140709,850404.150000000023283,739923.799999999930151,718035.719999999972060,748784.070000000065193,750181.709999999962747,715539.719999999972060,641938.439999999827705,779160.579999999958090,732263.500000000000000,677660.559999999823049,705790.470000000088476,742831.240000000107102,689584.500000000000000,686747.489999999990687,669440.399999999906868,10848296.349999999627471
20140710,847283.900000000139698,737737.000000000000000,712950.899999999906868,748784.070000000065193,747085.349999999976717,714460.179999999934807,639486.119999999878928,788493.089999999967404,730606.299999999930151,674375.599999999860302,706129.209999999962747,739693.640000000013970,684084.060000000055879,697139.310000000055879,668139.900000000023283,10836458.630000000819564
20140711,848888.600000000093132,737815.099999999976717,716862.299999999930151,751138.710000000079162,747343.380000000004657,721133.700000000069849,640507.919999999925494,788240.859999999986030,725772.799999999930151,672967.759999999892898,712904.010000000125729,742674.360000000102445,690667.920000000158325,706688.550000000046566,666059.099999999860302,10869675.070000000298023
20140714,859854.050000000046566,738361.800000000046566,717709.770000000018626,748784.070000000065193,746225.250000000000000,719759.739999999990687,646843.079999999958090,794294.380000000004657,727706.199999999953434,673638.159999999916181,713750.860000000102445,749577.080000000074506,702335.520000000018626,709637.580000000074506,663718.199999999953434,10912205.740000000223517
20140715,849780.099999999976717,737658.900000000023283,716145.209999999846332,755553.660000000149012,740978.640000000013970,720348.580000000074506,642176.859999999986030,799843.440000000060536,713205.699999999953434,672498.479999999864958,719001.330000000074506,752636.240000000107102,699251.940000000176951,712165.320000000065193,666232.500000000000000,10897486.900000000372529
