訓練日期,20090930 - 20091231
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,11163625.669999999925494
真實報酬,1163625.669999999925494

夏普值報酬,0.107662567000000
夏普值風險,0.036890917226244
夏普值,2.918403094716510

預期報酬,19467.358845353122888
風險,117908.085439806076465
趨勢值,0.165106224672705
找到最佳解世代,15
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,14
AAPL[0](18),CSCO[4](21),DIS[6](7),IBM[10](6),JNJ[12](19),MCD[15](12),MMM[16](10),MSFT[18](2),NKE[19](17),UNH[23](13),UTX[24](3),V[25](1),VZ[26](20),WBA[27](25),
Stock#,AAPL[0](18),CSCO[4](21),DIS[6](7),IBM[10](6),JNJ[12](19),MCD[15](12),MMM[16](10),MSFT[18](2),NKE[19](17),UNH[23](13),UTX[24](3),V[25](1),VZ[26](20),WBA[27](25),
張數,26974,30656,25564,6011,11723,12494,9660,27739,47555,27814,11650,41074,25329,19124,
分配資金,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,
剩餘資金,13.479999999981374,0.199999999953434,26.839999999967404,118.089999999967404,2.609999999986030,3.020000000018626,24.599999999976717,5.750000000000000,8.900000000023283,21.479999999981374,23.500000000000000,8.140000000013970,7.200000000069849,3.599999999976717,
20090930,714285.000000000000000,721642.439999999944121,702014.280000000027940,719093.799999999930151,713816.079999999958090,713035.599999999976717,712932.599999999976717,713452.829999999958090,769448.800000000046566,696484.039999999920838,709858.000000000000000,709766.860000000102445,716817.900000000139698,716579.880000000004657,10029238.109999999403954
20091001,697021.640000000013970,707847.239999999990687,699457.880000000004657,708814.989999999990687,701155.239999999990687,708912.580000000074506,700857.599999999976717,690152.069999999948777,743293.550000000046566,689530.539999999920838,698907.000000000000000,709766.860000000102445,710738.940000000060536,730349.159999999916181,9896815.289999999105930
20091002,712396.819999999948777,694971.719999999972060,695623.280000000027940,715547.309999999939464,700217.399999999906868,708537.760000000009313,694868.400000000023283,692371.190000000060536,737586.950000000069849,675345.400000000023283,694713.000000000000000,696212.439999999944121,707952.750000000000000,727671.799999999930151,9854026.220000002533197
20091005,716712.660000000032596,703248.839999999967404,707382.719999999972060,719935.339999999967404,701272.469999999972060,707288.359999999986030,705397.799999999930151,683494.709999999962747,746622.400000000023283,668670.039999999920838,704033.000000000000000,699909.099999999976717,709472.490000000107102,730731.640000000013970,9904181.570000000298023
20091006,732087.839999999967404,715817.800000000046566,720420.359999999986030,729552.939999999944121,706782.280000000027940,717658.380000000004657,714188.400000000023283,696532.040000000037253,749951.250000000000000,678126.799999999930151,716382.000000000000000,701141.320000000065193,714538.290000000037253,732644.040000000037253,10025833.739999998360872
20091007,733166.799999999930151,723788.359999999986030,720164.719999999972060,738148.669999999925494,711705.939999999944121,713910.180000000051223,706557.000000000000000,696254.650000000023283,754231.199999999953434,696762.180000000051223,711489.000000000000000,727839.419999999925494,695794.830000000074506,748134.479999999981374,10077957.430000001564622
