訓練日期,20100217 - 20100519
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10550340.700000001117587
真實報酬,550340.700000001117587

夏普值報酬,0.046334070000000
夏普值風險,0.036293927865406
夏普值,1.276634211976916

預期報酬,20203.734654460051388
風險,240799.497322586190421
趨勢值,0.083902727701272
找到最佳解世代,65
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,14
AAPL[0](1),AXP[1](14),BA[2](8),CAT[3](5),CSCO[4](12),CVX[5](7),HD[9](2),IBM[10](13),JNJ[12](18),MCD[15](3),MMM[16](9),NKE[19](4),PFE[20](29),PG[21](24),
Stock#,AAPL[0](1),AXP[1](14),BA[2](8),CAT[3](5),CSCO[4](12),CVX[5](7),HD[9](2),IBM[10](13),JNJ[12](18),MCD[15](3),MMM[16](9),NKE[19](4),PFE[20](29),PG[21](24),
張數,24579,18028,11659,12504,29761,9786,24262,5703,11229,11158,8876,44895,40309,11368,
分配資金,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,714285.000000000000000,
剩餘資金,19.260000000009313,15.640000000013970,54.660000000032596,56.520000000018626,21.000000000000000,4.860000000102445,11.719999999972060,98.309999999939464,8.310000000055879,61.419999999925494,33.280000000027940,5.550000000046566,9.520000000018626,33.560000000055879,
20100217,711335.520000000018626,704009.039999999920838,720814.040000000037253,719036.520000000018626,716368.270000000018626,712817.100000000093132,728356.959999999962747,720558.299999999930151,718439.729999999981374,717074.500000000000000,711355.920000000041910,723712.950000000069849,712269.550000000046566,714512.360000000102445,10030670.759999999776483
20100218,712564.469999999972060,705811.839999999967404,733289.170000000041910,722912.760000000009313,722618.080000000074506,720450.180000000167638,735150.319999999948777,728998.739999999990687,724615.680000000051223,719529.260000000009313,719965.640000000013970,723264.000000000000000,714688.090000000083819,720651.080000000074506,10104519.310000000521541
20100219,708140.250000000000000,704189.320000000065193,741450.470000000088476,728414.520000000018626,724998.959999999962747,724658.160000000032596,731511.019999999902211,725462.879999999888241,716530.800000000046566,722430.339999999850988,723604.800000000046566,722366.100000000093132,725168.429999999934807,721333.160000000032596,10120269.209999999031425
20100222,703716.030000000027940,701845.680000000051223,745880.890000000013970,725663.640000000013970,723213.300000000046566,713991.420000000041910,735635.559999999939464,723523.859999999869615,712937.520000000135042,722765.079999999841675,716148.960000000079162,721917.150000000023283,723556.069999999948777,720992.120000000111759,10091797.280000001192093
20100223,691918.109999999986030,683817.680000000051223,731890.090000000083819,708533.160000000032596,715773.050000000046566,704988.300000000162981,746068.219999999972060,721299.689999999944121,710916.300000000046566,723880.880000000004657,707539.239999999990687,719672.400000000139698,712269.550000000046566,718604.840000000083819,9997181.509999999776483
20100224,704699.190000000060536,692471.119999999995343,740167.979999999981374,712284.359999999986030,724403.739999999990687,707924.100000000093132,760868.039999999920838,727744.079999999958090,712488.360000000102445,728232.500000000000000,710734.599999999976717,728651.400000000023283,717912.809999999939464,726335.080000000074506,10094927.360000001266599
20100225,709369.199999999953434,685800.760000000009313,733055.989999999990687,710158.680000000051223,724106.130000000004657,705673.320000000065193,760868.039999999920838,724778.519999999902211,710579.430000000051223,718413.459999999846332,707805.520000000018626,742568.849999999976717,713075.730000000097789,724175.160000000032596,10070438.789999999105930
20100226,718463.430000000051223,688504.959999999962747,736437.099999999976717,713409.719999999972060,724106.130000000004657,707532.660000000032596,756986.119999999995343,725291.789999999920838,707435.310000000055879,712499.719999999972060,711444.680000000051223,758731.049999999930151,707432.470000000088476,719400.600000000093132,10087685.740000000223517
20100301,733948.199999999953434,687423.280000000027940,746230.660000000032596,723412.920000000041910,732141.600000000093132,712523.520000000135042,762566.380000000004657,733333.019999999902211,711814.620000000111759,713950.259999999892898,715261.359999999986030,765914.250000000000000,715494.270000000018626,722015.239999999990687,10176039.580000000074506
20100302,733456.619999999995343,692110.560000000055879,751360.619999999995343,727164.119999999995343,732439.209999999962747,717514.380000000004657,760868.039999999920838,726774.569999999948777,712376.070000000065193,714954.479999999864958,720143.160000000032596,763669.500000000116415,709447.920000000041910,724288.840000000083819,10186578.090000001713634
20100303,734931.359999999986030,690127.479999999981374,751477.210000000079162,732415.800000000046566,739284.239999999990687,715655.040000000037253,763536.859999999986030,723694.949999999953434,711926.910000000032596,710044.959999999962747,718989.280000000027940,759180.000000000000000,698161.400000000023283,722469.960000000079162,10171905.450000001117587
20100304,739847.160000000032596,701124.560000000055879,764302.109999999986030,730915.320000000065193,742557.949999999953434,715165.740000000107102,762809.000000000000000,722782.469999999972060,713835.840000000083819,707813.359999999869615,719166.800000000046566,759180.000000000000000,698564.489999999990687,723834.120000000111759,10201908.919999998062849
20100305,768850.380000000004657,724741.240000000107102,792050.530000000144355,740668.439999999944121,750295.810000000055879,727104.660000000032596,771543.319999999948777,725805.059999999939464,719113.470000000088476,710491.279999999911524,731770.719999999972060,766812.150000000023283,704610.840000000083819,724061.479999999981374,10357929.380000000819564
20100308,769341.960000000079162,715907.520000000018626,784005.819999999948777,736667.160000000032596,777675.929999999934807,730431.900000000139698,775425.239999999990687,721014.539999999920838,720910.110000000102445,726670.380000000004657,721740.840000000083819,772199.550000000046566,699370.670000000041910,718377.479999999981374,10369749.100000001490116
20100309,783106.199999999953434,715727.240000000107102,790418.270000000135042,740043.239999999990687,777675.929999999934807,727104.660000000032596,768631.880000000004657,716109.959999999962747,721696.140000000013970,726447.219999999855645,727776.520000000018626,773546.400000000023283,694533.590000000083819,719627.960000000079162,10382455.210000000894070
