訓練日期,20150610 - 20150910
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,9744568.929999997839332
真實報酬,-255431.070000002160668

夏普值報酬,-0.034243107000000
夏普值風險,0.028581987036491
夏普值,-1.198066004168364

預期報酬,2270.968952970691589
風險,316033.818935505754780
趨勢值,0.007185841567906
找到最佳解世代,75
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,15
BA[2](13),CSCO[4](17),HD[9](1),JNJ[12](11),JPM[13](15),KO[14](9),MCD[15](6),MRK[17](19),MSFT[18](14),NKE[19](2),PFE[20](10),TRV[22](4),UNH[23](7),WBA[27](5),WMT[28](20),
Stock#,BA[2](13),CSCO[4](17),HD[9](1),JNJ[12](11),JPM[13](15),KO[14](9),MCD[15](6),MRK[17](19),MSFT[18](14),NKE[19](2),PFE[20](10),TRV[22](4),UNH[23](7),WBA[27](5),WMT[28](20),
張數,4758,23607,6086,6788,9923,16583,7037,11330,14603,13154,19602,6816,5698,7920,9199,
分配資金,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,
剩餘資金,70.200000000069849,4.320000000065193,66.420000000041910,16.520000000018626,38.859999999986030,29.399999999906868,50.989999999990687,8.799999999930151,39.050000000046566,21.280000000027940,1.979999999981374,61.200000000069849,56.979999999981374,39.599999999976717,14.469999999972060,
20150610,673898.160000000149012,676580.940000000060536,675490.700000000069849,671213.959999999962747,677382.840000000083819,668821.789999999920838,670677.089999999967404,675390.099999999976717,680684.880000000004657,679688.460000000079162,672546.599999999976717,676072.080000000074506,675554.880000000004657,677120.399999999906868,670897.540000000037253,10122030.420000001788139
20150611,680273.880000000121072,681302.340000000083819,677377.360000000102445,673657.640000000013970,679962.819999999948777,665007.699999999953434,672717.820000000065193,667459.099999999860302,678202.369999999995343,683240.040000000037253,675486.900000000023283,682547.280000000027940,679942.339999999967404,679496.400000000023283,670989.529999999911524,10147673.520000001415610
20150612,679512.600000000093132,673748.100000000093132,673178.020000000018626,667616.319999999948777,677283.609999999986030,662686.079999999958090,668988.209999999962747,655675.899999999906868,671338.960000000079162,682582.340000000083819,670586.400000000023283,678048.720000000088476,670426.680000000051223,673714.800000000046566,666298.040000000037253,10071694.780000001192093
20150615,677086.020000000018626,672331.680000000051223,669587.280000000027940,661778.640000000013970,674703.629999999888241,656550.369999999995343,663640.089999999967404,647178.399999999906868,664183.489999999990687,679820.000000000000000,667254.059999999939464,673413.840000000083819,678005.020000000018626,668646.000000000000000,661698.540000000037253,10015887.059999998658895
20150616,677323.920000000041910,677761.290000000037253,670926.200000000069849,667684.200000000069849,678474.369999999995343,664676.039999999920838,665962.299999999930151,653863.099999999976717,669294.540000000037253,687712.400000000023283,667254.059999999939464,678185.040000000037253,692648.880000000004657,680209.199999999953434,665562.119999999878928,10097547.659999998286366
20150617,682510.140000000130385,682954.830000000074506,672386.840000000083819,670195.760000000009313,676192.079999999958090,667826.809999999939464,670114.130000000004657,656129.099999999860302,671338.960000000079162,689027.800000000046566,666077.939999999944121,680161.680000000051223,682335.500000000000000,678150.000000000000000,669057.739999999990687,10114469.310000000521541
20150618,691788.239999999990687,689564.790000000037253,680785.520000000018626,681260.200000000069849,682542.800000000046566,674128.349999999860302,676799.280000000027940,663833.500000000000000,682291.210000000079162,697183.280000000027940,673722.719999999972060,691680.720000000088476,688888.199999999953434,695415.599999999976717,671357.489999999990687,10241251.899999998509884
20150619,690598.739999999990687,685315.530000000144355,684315.400000000139698,677866.200000000069849,675596.699999999953434,669982.599999999860302,676165.949999999953434,657601.999999999883585,673237.350000000093132,700734.860000000102445,669998.339999999967404,677912.400000000139698,685697.319999999948777,701118.000000000000000,669149.729999999981374,10195301.120000001043081
20150622,693310.800000000046566,683190.900000000139698,688210.439999999944121,679427.440000000060536,684328.939999999944121,671309.239999999874271,681725.180000000051223,666552.699999999953434,675135.739999999990687,702444.880000000004657,672546.599999999976717,681933.840000000083819,685241.479999999981374,695019.599999999976717,669609.680000000051223,10229997.459999999031425
20150623,687268.140000000130385,679649.850000000093132,688879.900000000139698,677323.160000000032596,692168.109999999986030,669650.939999999944121,683906.650000000023283,668818.699999999953434,670462.780000000027940,705075.680000000051223,676270.979999999981374,681661.200000000069849,699429.500000000000000,689792.400000000023283,667585.899999999906868,10237953.890000000596046
20150624,680464.200000000069849,673039.890000000130385,683828.520000000018626,674268.560000000055879,684924.319999999948777,666500.169999999925494,680106.670000000041910,659868.000000000000000,666519.970000000088476,698630.219999999972060,670978.439999999944121,673345.680000000051223,679087.640000000013970,682347.599999999976717,665838.089999999967404,10139757.969999998807907
20150625,677847.300000000046566,670443.119999999995343,683159.060000000055879,672843.080000000074506,681252.810000000055879,663681.059999999939464,674125.220000000088476,656015.799999999930151,666666.000000000000000,692053.219999999972060,666862.020000000018626,666734.160000000032596,697093.319999999948777,684010.799999999930151,661054.609999999986030,10113851.580000000074506
20150626,677990.040000000037253,667610.280000000144355,685350.020000000018626,676372.839999999967404,684229.709999999962747,663349.399999999906868,684680.720000000088476,662700.500000000000000,660970.830000000074506,721649.719999999972060,664901.820000000065193,667483.920000000041910,702335.479999999981374,687258.000000000000000,663446.349999999976717,10170339.629999998956919
20150629,660147.540000000037253,650141.100000000093132,672812.860000000102445,663068.360000000102445,666864.459999999962747,653399.599999999860302,671662.270000000018626,649104.499999999883585,647974.160000000032596,708232.640000000130385,658433.160000000032596,655351.440000000060536,690597.599999999976717,667537.199999999953434,657007.049999999930151,9972343.940000001341105
20150630,660099.960000000079162,648252.540000000037253,676403.599999999976717,661575.000000000000000,672421.340000000083819,650580.489999999874271,669058.579999999958090,645025.699999999953434,644761.500000000000000,710468.819999999948777,657257.040000000037253,658895.760000000009313,695212.979999999981374,668804.399999999906868,652499.540000000037253,9971327.250000000000000
20150701,669663.540000000037253,645655.770000000135042,682124.439999999944121,668430.880000000004657,675497.469999999972060,655057.899999999906868,673914.109999999986030,652616.799999999930151,649142.400000000139698,719808.160000000032596,660393.359999999986030,676890.000000000000000,703076.219999999972060,679338.000000000000000,661238.589999999967404,10072857.640000000596046
20150702,667189.380000000121072,645183.630000000004657,678594.560000000055879,668227.239999999990687,670039.819999999948777,654892.069999999948777,676799.280000000027940,653409.899999999906868,648412.250000000000000,722702.040000000037253,654120.719999999972060,676412.880000000121072,694130.359999999986030,679654.800000000046566,661054.609999999986030,10050833.540000000968575
20150706,668664.360000000102445,642586.859999999986030,677559.939999999944121,666598.119999999995343,668154.449999999953434,653731.259999999892898,673140.040000000037253,652050.299999999930151,648266.220000000088476,722438.960000000079162,651768.479999999981374,674436.240000000107102,696124.659999999916181,676328.400000000023283,667217.939999999944121,10039076.230000000447035
20150707,681177.900000000139698,645891.840000000083819,684132.820000000065193,671485.479999999981374,662895.260000000009313,667495.149999999906868,680388.150000000023283,657035.500000000000000,646951.949999999953434,732041.380000000004657,661177.439999999944121,681865.680000000051223,687805.579999999958090,691059.599999999976717,678808.680000000051223,10130222.409999998286366
20150708,675325.560000000055879,637157.250000000000000,675612.420000000041910,663679.280000000027940,649300.750000000000000,661027.779999999911524,674477.070000000065193,649784.299999999930151,646075.770000000018626,718755.840000000083819,655688.880000000004657,673209.360000000102445,676865.420000000041910,680446.799999999930151,672093.410000000032596,10009509.890000000596046
20150709,679512.600000000093132,635268.690000000060536,677925.099999999976717,667955.720000000088476,656048.390000000013970,662022.759999999892898,679051.119999999995343,650124.199999999953434,650164.610000000102445,719808.160000000032596,663725.699999999953434,682138.320000000065193,680056.300000000046566,709275.599999999976717,669517.689999999944121,10082604.960000000894070
20150710,687506.040000000037253,644003.280000000144355,688393.020000000018626,675626.160000000032596,665376.010000000009313,669816.769999999902211,687214.040000000037253,656582.299999999930151,651478.880000000004657,726911.319999999948777,673526.699999999953434,688477.200000000069849,696067.680000000051223,737470.799999999930151,672645.349999999976717,10221105.550000000745058
20150713,697688.160000000149012,656042.850000000093132,699347.820000000065193,680649.280000000027940,675695.930000000051223,674294.179999999818392,692702.900000000023283,655675.899999999906868,665059.670000000041910,739407.619999999995343,682543.619999999995343,697542.480000000097789,697777.079999999958090,748321.199999999953434,679636.589999999967404,10342395.279999999329448
20150714,703064.700000000069849,661708.530000000144355,702147.380000000004657,677323.160000000032596,685122.780000000027940,682751.509999999892898,695165.849999999976717,659301.499999999883585,666227.910000000032596,738881.460000000079162,687640.139999999897555,697883.280000000027940,712306.979999999981374,747133.199999999953434,678808.680000000051223,10395477.059999998658895
20150715,698972.819999999948777,663597.090000000083819,703486.300000000046566,681667.479999999981374,686611.229999999981374,682088.189999999944121,697206.579999999958090,659641.399999999906868,668272.330000000074506,735987.580000000074506,685679.939999999944121,698155.920000000041910,717207.260000000009313,744123.599999999976717,677520.820000000065193,10400228.539999999105930
20150716,706585.620000000111759,668554.560000000055879,698313.200000000069849,686351.200000000069849,690282.739999999990687,687892.239999999874271,688691.809999999939464,666439.399999999906868,681415.030000000027940,738881.460000000079162,688032.180000000051223,704085.840000000083819,711908.119999999995343,761072.400000000023283,679176.640000000013970,10457692.439999999478459
20150717,698734.920000000041910,665249.580000000074506,696730.840000000083819,679359.560000000055879,686809.689999999944121,684078.149999999906868,686158.489999999990687,666439.399999999906868,680830.910000000032596,741906.880000000004657,687444.119999999995343,701700.240000000107102,705754.279999999911524,758379.599999999976717,675129.079999999958090,10414715.740000000223517
