代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13481668.219999998807907
真實報酬,3481668.219999998807907

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,13799.365561344948219
風險,250530.926835892110830
起點值,0.055080487409780
找到最佳解世代,1205
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
FS( 160 ),12087912.060000000521541,12087912.060000000521541
FS( 161 ),12155966.560000000521541,12155966.560000000521541
FS( 162 ),11912331.449999999254942,11912331.449999999254942
FS( 163 ),11704084.679999999701977,11704084.679999999701977
FS( 164 ),11891915.099999999627471,11891915.099999999627471
FS( 165 ),12160049.830000000074506,12160049.830000000074506
FS( 166 ),12214493.429999999701977,12214493.429999999701977
FS( 167 ),11981747.039999999105930,11981747.039999999105930
FS( 168 ),12083828.789999999105930,12083828.789999999105930
FS( 169 ),11953164.149999998509884,11953164.149999998509884
FS( 170 ),11708167.949999999254942,11708167.949999999254942
FS( 171 ),11770778.089999999850988,11770778.089999999850988
FS( 172 ),11682307.240000000223517,11682307.240000000223517
FS( 173 ),11856526.759999999776483,11856526.759999999776483
FS( 174 ),11868776.570000000298023,11868776.570000000298023
FS( 175 ),12047079.359999999403954,12047079.359999999403954
FS( 176 ),12160049.830000000074506,12160049.830000000074506
FS( 177 ),12026663.009999999776483,12026663.009999999776483
FS( 178 ),12155966.560000000521541,12155966.560000000521541
FS( 179 ),12241715.229999998584390,12241715.229999998584390
FS( 180 ),12067495.709999999031425,12067495.709999999031425
FS( 181 ),12200882.529999999329448,12200882.529999999329448
FS( 182 ),12198160.349999999627471,12198160.349999999627471
FS( 183 ),12115133.859999999403954,12115133.859999999403954
FS( 184 ),12565654.649999998509884,12565654.649999998509884
FS( 185 ),12523460.859999999403954,12523460.859999999403954
FS( 186 ),12490794.699999999254942,12490794.699999999254942
FS( 187 ),12492155.789999999105930,12492155.789999999105930
FS( 188 ),12727624.359999999403954,12727624.359999999403954
FS( 189 ),12697680.380000000819564,12697680.380000000819564
FS( 190 ),12637792.419999998062849,12637792.419999998062849
FS( 191 ),12509849.959999999031425,12509849.959999999031425
FS( 192 ),12594237.539999999105930,12594237.539999999105930
FS( 193 ),12658208.769999999552965,12658208.769999999552965
FS( 194 ),12768457.060000000521541,12768457.060000000521541
FS( 195 ),12878705.349999999627471,12878705.349999999627471
FS( 196 ),12875983.169999998062849,12875983.169999998062849
FS( 197 ),12610570.620000001043081,12610570.620000001043081
FS( 198 ),12693597.109999999403954,12693597.109999999403954
FS( 199 ),12897760.609999999403954,12897760.609999999403954
FS( 200 ),12802484.310000000521541,12802484.310000000521541
FS( 201 ),12858289.000000000000000,12858289.000000000000000
FS( 202 ),12678625.120000001043081,12678625.120000001043081
FS( 203 ),12561571.380000000819564,12561571.380000000819564
FS( 204 ),12622820.429999999701977,12622820.429999999701977
FS( 205 ),12560210.289999999105930,12560210.289999999105930
FS( 206 ),12610570.620000001043081,12610570.620000001043081
FS( 207 ),12504405.599999999627471,12504405.599999999627471
FS( 208 ),12535710.669999998062849,12535710.669999998062849
FS( 209 ),12761651.609999999403954,12761651.609999999403954
FS( 210 ),12720818.909999998286366,12720818.909999998286366
FS( 211 ),13001203.449999999254942,13001203.449999999254942
FS( 212 ),12998481.269999999552965,12998481.269999999552965
FS( 213 ),13025703.070000000298023,13025703.070000000298023
FS( 214 ),12978064.919999998062849,12978064.919999998062849
FS( 215 ),13067896.859999999403954,13067896.859999999403954
FS( 216 ),13127784.820000000298023,13127784.820000000298023
FS( 217 ),13191756.049999998882413,13191756.049999998882413
FS( 218 ),13342837.039999999105930,13342837.039999999105930
FS( 219 ),13404086.089999999850988,13404086.089999999850988
FS( 220 ),13338753.769999999552965,13338753.769999999552965
FS( 221 ),13285671.259999999776483,13285671.259999999776483
FS( 222 ),13357809.029999999329448,13357809.029999999329448
FS( 223 ),13269338.179999999701977,13269338.179999999701977
FS( 224 ),13235310.929999999701977,13235310.929999999701977
FS( 225 ),13450363.149999998509884,13450363.149999998509884
FS( 226 ),13502084.570000000298023,13502084.570000000298023
FS( 227 ),13420419.169999998062849,13420419.169999998062849
FS( 228 ),13631388.120000001043081,13631388.120000001043081
FS( 229 ),13685831.719999998807907,13685831.719999998807907
FS( 230 ),13553805.990000000223517,13553805.990000000223517
FS( 231 ),13721220.060000000521541,13721220.060000000521541
FS( 232 ),13655887.740000000223517,13655887.740000000223517
FS( 233 ),13453085.330000000074506,13453085.330000000074506
FS( 234 ),13527945.279999999329448,13527945.279999999329448
FS( 235 ),13587833.240000000223517,13587833.240000000223517
FS( 236 ),13692637.169999998062849,13692637.169999998062849
FS( 237 ),13561972.529999999329448,13561972.529999999329448
FS( 238 ),13570139.070000000298023,13570139.070000000298023
FS( 239 ),13601444.140000000596046,13601444.140000000596046
FS( 240 ),13688553.899999998509884,13688553.899999998509884
FS( 241 ),13658609.919999998062849,13658609.919999998062849
FS( 242 ),13685831.719999998807907,13685831.719999998807907
FS( 243 ),13823301.810000000521541,13823301.810000000521541
FS( 244 ),13782469.109999999403954,13782469.109999999403954
FS( 245 ),13847801.429999999701977,13847801.429999999701977
FS( 246 ),13740275.320000000298023,13740275.320000000298023
FS( 247 ),13440835.519999999552965,13440835.519999999552965
FS( 248 ),13506167.839999999850988,13506167.839999999850988
FS( 249 ),13499362.390000000596046,13499362.390000000596046
FS( 250 ),13432668.979999998584390,13432668.979999998584390
FS( 251 ),13432668.979999998584390,13432668.979999998584390
FS( 252 ),13481668.219999998807907,13481668.219999998807907
