訓練日期,20100708 - 20101007
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11843635.410000000149012
真實報酬,1843635.410000000149012

夏普值報酬,0.175663541000000
夏普值風險,0.045677355602611
夏普值,3.845746731230585

預期報酬,30612.348721400743671
風險,138747.379653599724406
趨勢值,0.220633707085700
找到最佳解世代,2144
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MCD[15](5),VZ[26](1),
Stock#,MCD[15](5),VZ[26](1),
張數,74283,188536,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,11.269999999552965,25.280000000260770,
20100708,5127023.929999999701977,5049019.360000000335276,10176043.289999999105930
20100709,5141880.529999999329448,5024509.679999999701977,10166390.209999999031425
20100712,5195364.289999999105930,4994343.919999999925494,10189708.209999999031425
20100713,5262218.990000000223517,5069758.320000000298023,10331977.310000000521541
20100714,5266675.969999999739230,5060331.520000000484288,10327007.490000000223517
20100715,5298617.659999999217689,5052790.080000000074506,10351407.739999998360872
20100716,5195364.289999999105930,5032051.120000000111759,10227415.410000000149012
20100719,5193135.799999998882413,5037707.200000000186265,10230843.000000000000000
20100720,5264447.479999999515712,5028280.400000000372529,10292727.879999998956919
20100721,5207992.399999999441206,5000000.000000000000000,10207992.399999998509884
20100722,5303817.469999999739230,5090497.280000000260770,10394314.750000000000000
20100723,5192392.969999999739230,5282804.000000000000000,10475196.969999998807907
20100726,5264447.479999999515712,5331823.360000000335276,10596270.839999999850988
20100727,5229534.469999999739230,5390269.520000000484288,10619803.990000000223517
20100728,5182736.179999999701977,5450601.040000000037253,10633337.219999998807907
20100729,5153765.809999999590218,5444944.959999999962747,10598710.769999999552965
20100730,5179764.859999999403954,5478881.440000000409782,10658646.300000000745058
20100802,5218392.019999999552965,5573149.440000000409782,10791541.460000000894070
20100803,5233248.620000000111759,5569378.719999999739230,10802627.339999999850988
20100804,5251076.539999999105930,5542983.679999999701977,10794060.219999998807907
20100805,5233248.620000000111759,5571264.080000000074506,10804512.699999999254942
20100806,5329073.689999999478459,5571264.080000000074506,10900337.769999999552965
20100809,5416727.629999999888241,5629710.240000000223517,11046437.870000001043081
20100810,5410784.990000000223517,5659876.000000000000000,11070660.990000000223517
20100811,5316445.579999999143183,5573149.440000000409782,10889595.019999999552965
20100812,5352844.250000000000000,5716436.800000000745058,11069281.050000000745058
20100813,5340216.139999999664724,5661761.360000000335276,11001977.500000000000000
20100816,5332787.839999999850988,5648563.840000000782311,10981351.679999999701977
20100817,5439012.529999999329448,5688156.400000000372529,11127168.929999999701977
20100818,5441241.019999999552965,5684385.679999999701977,11125626.699999999254942
20100819,5420441.779999999329448,5584461.600000000558794,11004903.379999998956919
20100820,5428612.909999999217689,5537327.600000000558794,10965940.509999999776483
20100823,5447926.490000000223517,5544869.040000000037253,10992795.530000001192093
20100824,5401871.029999999329448,5556181.200000000186265,10958052.230000000447035
20100825,5436784.039999999105930,5592003.040000000037253,11028787.079999998211861
20100826,5434555.549999998882413,5561837.280000000260770,10996392.829999998211861
20100827,5496210.439999999478459,5625939.520000000484288,11122149.960000000894070
20100830,5403356.689999999478459,5550525.120000000111759,10953881.809999998658895
20100831,5427127.250000000000000,5567493.360000000335276,10994620.609999999403954
20100901,5537066.089999999850988,5705124.640000000596046,11242190.730000000447035
20100902,5572721.929999999701977,5676844.240000000223517,11249566.169999999925494
20100903,5577921.740000000223517,5693812.480000000447035,11271734.220000000670552
20100907,5630662.669999998994172,5697583.200000000186265,11328245.869999999180436
20100908,5651461.909999999217689,5742831.840000000782311,11394293.750000000000000
20100909,5524437.979999999515712,5814475.520000000484288,11338913.500000000000000
20100910,5571979.099999999627471,5810704.800000000745058,11382683.900000000372529
20100913,5539294.579999999143183,5825787.679999999701977,11365082.259999997913837
20100914,5492496.289999999105930,5827673.040000000037253,11320169.329999998211861
20100915,5549694.199999999254942,5880463.120000000111759,11430157.320000000298023
20100916,5556379.669999998994172,5923826.400000000372529,11480206.070000000298023
20100917,5520723.829999999143183,5972845.759999999776483,11493569.589999999850988
20100920,5579407.399999999441206,6050145.520000000484288,11629552.919999999925494
20100921,5609120.599999999627471,6093508.800000000745058,11702629.400000000372529
20100922,5580893.059999999590218,6106706.320000000298023,11687599.379999998956919
20100923,5544494.389999999664724,6065228.400000000372529,11609722.789999999105930
20100924,5578664.569999999366701,6153840.320000000298023,11732504.890000000596046
20100927,5553408.349999999627471,6195318.240000000223517,11748726.589999999850988
20100928,5543751.559999999590218,6168923.200000000186265,11712674.759999999776483
20100929,5530380.620000000111759,6157611.040000000037253,11687991.660000000149012
20100930,5534837.599999999627471,6144413.520000000484288,11679251.120000001043081
20101001,5565293.629999999888241,6200974.320000000298023,11766267.949999999254942
20101004,5567522.120000000111759,6227369.360000000335276,11794891.480000000447035
20101005,5632148.329999999143183,6329178.800000000745058,11961327.129999998956919
20101006,5600949.469999999739230,6268847.280000000260770,11869796.750000000000000
20101007,5635119.649999999441206,6208515.759999999776483,11843635.410000000149012
