訓練日期,20100223 - 20100525
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11354694.120000001043081
真實報酬,1354694.120000001043081

夏普值報酬,0.126769412000000
夏普值風險,0.056700133505525
夏普值,2.235786834393374

預期報酬,34235.377092724076647
風險,354550.986750641604885
趨勢值,0.096559813319042
找到最佳解世代,2155
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](3),
Stock#,AAPL[0](1),MCD[15](3),
張數,174641,77196,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,28.169999999925494,15.080000000074506,
20100223,4916172.319999999366701,5007719.600000000558794,9923891.919999999925494
20100224,5006985.640000000596046,5037826.040000000037253,10044811.679999999701977
20100225,5040167.429999999701977,4969893.559999999590218,10010060.989999998360872
20100226,5104784.599999999627471,4928979.680000000633299,10033764.280000001192093
20100301,5214808.429999999701977,4939015.160000000149012,10153823.589999999850988
20100302,5211315.610000000335276,4945962.799999999813735,10157278.410000000149012
20100303,5221794.069999999366701,4911996.560000000521541,10133790.629999998956919
20100304,5256722.270000000484288,4896557.360000000335276,10153279.630000000819564
20100305,5462798.650000000372529,4915084.400000000372529,10377883.050000000745058
20100308,5466291.469999999739230,5027018.600000000558794,10493310.070000000298023
20100309,5564090.429999999701977,5025474.679999999701977,10589565.109999999403954
20100310,5609497.089999999850988,5013123.320000000298023,10622620.410000000149012
20100311,5625214.780000000260770,5033966.239999999292195,10659181.019999999552965
20100312,5653157.339999999850988,5058668.959999999962747,10711826.300000000745058
20100315,5585047.349999999627471,5089547.360000000335276,10674594.710000000894070
20100316,5599018.629999999888241,5100354.799999999813735,10699373.429999999701977
20100317,5592032.990000000223517,5124285.559999999590218,10716318.550000000745058
20100318,5604257.860000000335276,5147444.360000000335276,10751702.220000000670552
20100319,5544879.919999999925494,5135864.959999999962747,10680744.879999998956919
20100322,5607750.679999999701977,5172919.040000000037253,10780669.719999998807907
20100323,5696817.589999999850988,5199165.679999999701977,10895983.269999999552965
20100324,5723013.740000000223517,5156707.879999999888241,10879721.620000001043081
20100325,5654903.750000000000000,5164427.480000000447035,10819331.230000000447035
20100326,5761434.760000000707805,5192218.040000000037253,10953652.800000000745058
20100329,5798109.370000000111759,5177550.799999999813735,10975660.169999999925494
20100330,5883683.459999999962747,5190674.120000000111759,11074357.580000000074506
20100331,5862726.540000000037253,5150532.200000000186265,11013258.740000000223517
20100401,5887176.280000000260770,5216920.759999999776483,11104097.039999999105930
20100405,5950047.040000000037253,5251658.959999999962747,11201706.000000000000000
20100406,5976243.189999999478459,5234675.839999999850988,11210919.029999999329448
20100407,6002439.339999999850988,5226184.280000000260770,11228623.620000001043081
20100408,5986721.650000000372529,5308012.040000000037253,11294733.690000001341105
20100409,6032128.309999999590218,5301836.360000000335276,11333964.669999999925494
20100412,6044353.179999999701977,5290256.959999999962747,11334610.140000000596046
20100413,6047846.000000000000000,5320363.400000000372529,11368209.400000000372529
20100414,6129927.270000000484288,5358961.400000000372529,11488888.670000001788139
20100415,6210262.129999999888241,5338890.439999999478459,11549152.570000000298023
20100416,6171841.110000000335276,5328854.959999999962747,11500696.070000000298023
20100419,6164855.469999999739230,5397559.400000000372529,11562414.870000001043081
20100420,6101984.709999999962747,5429981.720000000670552,11531966.429999999701977
20100421,6466984.400000000372529,5431525.639999999664724,11898510.039999999105930
20100422,6648611.040000000037253,5483246.959999999962747,12131858.000000000000000
20100423,6756888.459999999962747,5492510.480000000447035,12249398.940000001341105
20100426,6723706.669999999925494,5482475.000000000000000,12206181.669999999925494
20100427,6536840.799999999813735,5444648.959999999962747,11981489.759999999776483
20100428,6526362.339999999850988,5429981.720000000670552,11956344.060000000521541
20100429,6702749.750000000000000,5521073.000000000000000,12223822.750000000000000
20100430,6514137.469999999739230,5449280.720000000670552,11963418.190000001341105
20100503,6645118.219999999739230,5513353.400000000372529,12158471.620000001043081
20100504,6453013.120000000111759,5453140.520000000484288,11906153.640000000596046
20100505,6386649.540000000037253,5454684.439999999478459,11841333.980000000447035
20100506,6143898.549999999813735,5358961.400000000372529,11502859.949999999254942
20100507,5883683.459999999962747,5250115.040000000037253,11133798.500000000000000
20100510,6336003.650000000372529,5448508.759999999776483,11784512.410000000149012
20100511,6400620.819999999366701,5440789.160000000149012,11841409.980000000447035
20100512,6538587.209999999962747,5455456.400000000372529,11994043.609999999403954
20100513,6446027.479999999515712,5442333.080000000074506,11888360.559999998658895
20100514,6332510.829999999143183,5372084.720000000670552,11704595.550000000745058
20100517,6342989.290000000037253,5414542.520000000484288,11757531.810000000521541
20100518,6295836.219999999739230,5405279.000000000000000,11701115.219999998807907
20100519,6196290.849999999627471,5357417.480000000447035,11553708.330000000074506
20100520,5932582.939999999478459,5223096.439999999478459,11155679.379999998956919
20100521,6046099.589999999850988,5238535.639999999664724,11284635.230000000447035
20100524,6156123.419999999925494,5223096.439999999478459,11379219.859999999403954
20100525,6117702.400000000372529,5236991.720000000670552,11354694.120000001043081
