代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11806957.809999998658895
真實報酬,1806957.809999998658895

夏普值報酬,0.171995781000000
夏普值風險,0.042483090565761
夏普值,4.048570353744920

二次趨勢線,-51.302062922260426 x^2 + 18064.406984364992240 x + 10000000.000000000000000
二次平均預期報酬,11446.440867393397639
風險,197080.713445336645236
二次平均趨勢值,0.058079964636257
一次趨勢線,13120.245527327835589 x + 10000000.000000000000000
一次預期報酬,13120.245527327835589
一次風險,218734.325344537006458
一次趨勢值,0.059982563352421
找到最佳解世代,2119
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
FS( 76 ),11126646.459999999031425,11126646.459999999031425
FS( 77 ),10886312.169999998062849,10886312.169999998062849
FS( 78 ),11092312.990000000223517,11092312.990000000223517
FS( 79 ),11159708.320000000298023,11159708.320000000298023
FS( 80 ),11384783.289999999105930,11384783.289999999105930
FS( 81 ),11461079.889999998733401,11461079.889999998733401
FS( 82 ),11280511.269999997690320,11280511.269999997690320
FS( 83 ),11435647.689999999478459,11435647.689999999478459
FS( 84 ),11545006.150000000372529,11545006.150000000372529
FS( 85 ),11543734.539999999105930,11543734.539999999105930
FS( 86 ),11496684.969999998807907,11496684.969999998807907
FS( 87 ),11453450.229999998584390,11453450.229999998584390
FS( 88 ),11328832.449999999254942,11328832.449999999254942
FS( 89 ),11294498.979999998584390,11294498.979999998584390
FS( 90 ),11354264.650000000372529,11354264.650000000372529
FS( 91 ),11267795.169999998062849,11267795.169999998062849
FS( 92 ),10812558.789999999105930,10812558.789999999105930
FS( 93 ),10960065.549999998882413,10960065.549999998882413
FS( 94 ),10951164.279999999329448,10951164.279999999329448
FS( 95 ),11031275.709999999031425,11031275.709999999031425
FS( 96 ),11199128.229999998584390,11199128.229999998584390
FS( 97 ),11227103.650000000372529,11227103.650000000372529
FS( 98 ),11293227.369999999180436,11293227.369999999180436
FS( 99 ),11356807.869999999180436,11356807.869999999180436
FS( 100 ),11129189.679999997839332,11129189.679999997839332
FS( 101 ),10934633.349999997764826,10934633.349999997764826
FS( 102 ),11110115.529999999329448,11110115.529999999329448
FS( 103 ),11360622.699999999254942,11360622.699999999254942
FS( 104 ),11411487.099999997764826,11411487.099999997764826
FS( 105 ),11194041.789999999105930,11194041.789999999105930
FS( 106 ),11289412.539999999105930,11289412.539999999105930
FS( 107 ),11167337.979999998584390,11167337.979999998584390
FS( 108 ),10938448.179999997839332,10938448.179999997839332
FS( 109 ),10996942.240000000223517,10996942.240000000223517
FS( 110 ),10914287.589999997988343,10914287.589999997988343
FS( 111 ),11077053.669999998062849,11077053.669999998062849
FS( 112 ),11088498.160000000149012,11088498.160000000149012
FS( 113 ),11255079.070000000298023,11255079.070000000298023
FS( 114 ),11360622.699999999254942,11360622.699999999254942
FS( 115 ),11236004.919999998062849,11236004.919999998062849
FS( 116 ),11356807.869999999180436,11356807.869999999180436
FS( 117 ),11436919.299999998882413,11436919.299999998882413
FS( 118 ),11274153.219999998807907,11274153.219999998807907
FS( 119 ),11398771.000000000000000,11398771.000000000000000
FS( 120 ),11396227.779999999329448,11396227.779999999329448
FS( 121 ),11318659.570000000298023,11318659.570000000298023
FS( 122 ),11739562.479999998584390,11739562.479999998584390
FS( 123 ),11700142.570000000298023,11700142.570000000298023
FS( 124 ),11669623.929999997839332,11669623.929999997839332
FS( 125 ),11670895.539999999105930,11670895.539999999105930
FS( 126 ),11890884.070000000298023,11890884.070000000298023
FS( 127 ),11862908.650000000372529,11862908.650000000372529
FS( 128 ),11806957.809999998658895,11806957.809999998658895
