代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11795500.980000000447035
真實報酬,1795500.980000000447035

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,12492.750474052134450
風險,208329.328244977543363
起點值,0.059966355094093
找到最佳解世代,1534
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
FS( 82 ),11032351.320000000298023,11032351.320000000298023
FS( 83 ),11081746.119999999180436,11081746.119999999180436
FS( 84 ),10870583.349999999627471,10870583.349999999627471
FS( 85 ),10963198.599999999627471,10963198.599999999627471
FS( 86 ),10844651.080000000074506,10844651.080000000074506
FS( 87 ),10622374.480000000447035,10622374.480000000447035
FS( 88 ),10679178.500000000000000,10679178.500000000000000
FS( 89 ),10598911.949999999254942,10598911.949999999254942
FS( 90 ),10756975.310000000521541,10756975.310000000521541
FS( 91 ),10768089.140000000596046,10768089.140000000596046
FS( 92 ),10929857.110000001266599,10929857.110000001266599
FS( 93 ),11032351.320000000298023,11032351.320000000298023
FS( 94 ),10911334.060000000521541,10911334.060000000521541
FS( 95 ),11028646.710000000894070,11028646.710000000894070
FS( 96 ),11106443.519999999552965,11106443.519999999552965
FS( 97 ),10948380.160000000149012,10948380.160000000149012
FS( 98 ),11069397.419999999925494,11069397.419999999925494
FS( 99 ),11066927.680000001564622,11066927.680000001564622
FS( 100 ),10991600.610000001266599,10991600.610000001266599
FS( 101 ),11400342.580000000074506,11400342.580000000074506
FS( 102 ),11362061.610000001266599,11362061.610000001266599
FS( 103 ),11332424.730000000447035,11332424.730000000447035
FS( 104 ),11333659.599999999627471,11333659.599999999627471
FS( 105 ),11547292.110000001266599,11547292.110000001266599
FS( 106 ),11520124.970000000670552,11520124.970000000670552
FS( 107 ),11465790.689999999478459,11465790.689999999478459
FS( 108 ),11349712.910000000149012,11349712.910000000149012
FS( 109 ),11426274.849999999627471,11426274.849999999627471
FS( 110 ),11484313.740000000223517,11484313.740000000223517
FS( 111 ),11584338.210000000894070,11584338.210000000894070
FS( 112 ),11684362.680000001564622,11684362.680000001564622
FS( 113 ),11681892.939999999478459,11681892.939999999478459
FS( 114 ),11441093.290000000968575,11441093.290000000968575
FS( 115 ),11516420.360000001266599,11516420.360000001266599
FS( 116 ),11701650.860000001266599,11701650.860000001266599
FS( 117 ),11615209.960000000894070,11615209.960000000894070
FS( 118 ),11665839.630000000819564,11665839.630000000819564
FS( 119 ),11502836.790000000968575,11502836.790000000968575
FS( 120 ),11396637.970000000670552,11396637.970000000670552
FS( 121 ),11452207.119999999180436,11452207.119999999180436
FS( 122 ),11395403.099999999627471,11395403.099999999627471
FS( 123 ),11441093.290000000968575,11441093.290000000968575
FS( 124 ),11344773.430000001564622,11344773.430000001564622
FS( 125 ),11373175.439999999478459,11373175.439999999478459
FS( 126 ),11578163.860000001266599,11578163.860000001266599
FS( 127 ),11541117.759999999776483,11541117.759999999776483
FS( 128 ),11795500.980000000447035,11795500.980000000447035
