代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11856714.379999998956919
真實報酬,1856714.379999998956919

夏普值報酬,0.176971438000000
夏普值風險,0.042483134395692
夏普值,4.165686937118887

預期報酬,13667.455784318155565
風險,228161.479097458533943
趨勢值,0.059902556024719
找到最佳解世代,2327
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,127697,
分配資金,10000000.000000000000000,
剩餘資金,47.929999999701977,
20110502,10042140.009999999776483,10042140.009999999776483
20110503,10080449.109999999403954,10080449.109999999403954
20110504,10097049.719999998807907,10097049.719999998807907
20110505,10037032.129999998956919,10037032.129999998956919
20110506,10049801.830000000074506,10049801.830000000074506
20110509,10127697.000000000000000,10127697.000000000000000
20110510,10178775.799999998882413,10178775.799999998882413
20110511,10153236.400000000372529,10153236.400000000372529
20110512,10300087.949999999254942,10300087.949999999254942
20110513,10310303.709999999031425,10310303.709999999031425
20110516,10361382.509999999776483,10361382.509999999776483
20110517,10334566.140000000596046,10334566.140000000596046
20110518,10407353.429999999701977,10407353.429999999701977
20110519,10536327.400000000372529,10536327.400000000372529
20110520,10513341.939999999478459,10513341.939999999478459
20110523,10535050.429999999701977,10535050.429999999701977
20110524,10552928.009999999776483,10552928.009999999776483
20110525,10563143.769999999552965,10563143.769999999552965
20110526,10526111.640000000596046,10526111.640000000596046
20110527,10422677.070000000298023,10422677.070000000298023
20110531,10412461.310000000521541,10412461.310000000521541
20110601,10340950.990000000223517,10340950.990000000223517
20110602,10311580.679999999701977,10311580.679999999701977
20110603,10284764.310000000521541,10284764.310000000521541
20110606,10305195.830000000074506,10305195.830000000074506
20110607,10361382.509999999776483,10361382.509999999776483
20110608,10362659.480000000447035,10362659.480000000447035
20110609,10376706.150000000372529,10376706.150000000372529
20110610,10261778.849999999627471,10261778.849999999627471
20110613,10309026.740000000223517,10309026.740000000223517
20110614,10403522.519999999552965,10403522.519999999552965
20110615,10374152.209999999031425,10374152.209999999031425
20110616,10446939.500000000000000,10446939.500000000000000
20110617,10537604.369999999180436,10537604.369999999180436
20110620,10559312.859999999403954,10559312.859999999403954
20110621,10573359.529999999329448,10573359.529999999329448
20110622,10554204.980000000447035,10554204.980000000447035
20110623,10508234.060000000521541,10508234.060000000521541
20110624,10450770.410000000149012,10450770.410000000149012
20110627,10512064.969999998807907,10512064.969999998807907
20110628,10771289.879999998956919,10771289.879999998956919
20110629,10799383.219999998807907,10799383.219999998807907
20110630,10767458.969999998807907,10767458.969999998807907
20110701,10937295.980000000447035,10937295.980000000447035
20110705,10936019.009999999776483,10936019.009999999776483
20110706,10964112.349999999627471,10964112.349999999627471
20110707,10989651.750000000000000,10989651.750000000000000
20110708,10930911.129999998956919,10930911.129999998956919
20110711,10898986.879999998956919,10898986.879999998956919
20110712,10853015.959999999031425,10853015.959999999031425
20110713,10849185.049999998882413,10849185.049999998882413
20110714,10957727.500000000000000,10957727.500000000000000
20110715,10915587.490000000223517,10915587.490000000223517
20110718,10905371.730000000447035,10905371.730000000447035
20110719,11008806.299999998882413,11008806.299999998882413
20110720,11016468.119999999180436,11016468.119999999180436
20110721,11050946.310000000521541,11050946.310000000521541
20110722,11308894.250000000000000,11308894.250000000000000
20110725,11252707.570000000298023,11252707.570000000298023
20110726,11239937.869999999180436,11239937.869999999180436
20110727,11121179.660000000149012,11121179.660000000149012
20110728,11081593.589999999850988,11081593.589999999850988
20110729,11043284.490000000223517,11043284.490000000223517
20110801,11031791.759999999776483,11031791.759999999776483
20110802,10861954.750000000000000,10861954.750000000000000
20110803,10923249.310000000521541,10923249.310000000521541
20110804,10762351.089999999850988,10762351.089999999850988
20110805,10864508.689999999478459,10864508.689999999478459
20110808,10485248.599999999627471,10485248.599999999627471
20110809,10976882.049999998882413,10976882.049999998882413
20110810,10736811.689999999478459,10736811.689999999478459
20110811,11017745.089999999850988,11017745.089999999850988
20110812,11045838.429999999701977,11045838.429999999701977
20110815,11086701.469999998807907,11086701.469999998807907
20110816,11067546.919999999925494,11067546.919999999925494
20110817,11173535.429999999701977,11173535.429999999701977
20110818,10932188.099999999627471,10932188.099999999627471
20110819,11139057.240000000223517,11139057.240000000223517
20110822,11206736.650000000372529,11206736.650000000372529
20110823,11432760.339999999850988,11432760.339999999850988
20110824,11509378.539999999105930,11509378.539999999105930
20110825,11328048.799999998882413,11328048.799999998882413
20110826,11483839.140000000596046,11483839.140000000596046
20110829,11593658.560000000521541,11593658.560000000521541
20110830,11592381.589999999850988,11592381.589999999850988
20110831,11545133.699999999254942,11545133.699999999254942
20110901,11501716.719999998807907,11501716.719999998807907
20110902,11376573.660000000149012,11376573.660000000149012
20110906,11342095.469999998807907,11342095.469999998807907
20110907,11402113.060000000521541,11402113.060000000521541
20110908,11315279.099999999627471,11315279.099999999627471
20110909,10858123.839999999850988,10858123.839999999850988
20110912,11006252.359999999403954,11006252.359999999403954
20110913,10997313.570000000298023,10997313.570000000298023
20110914,11077762.679999999701977,11077762.679999999701977
20110915,11246322.719999998807907,11246322.719999998807907
20110916,11274416.060000000521541,11274416.060000000521541
20110919,11340818.500000000000000,11340818.500000000000000
20110920,11404667.000000000000000,11404667.000000000000000
20110921,11176089.369999999180436,11176089.369999999180436
20110922,10980712.959999999031425,10980712.959999999031425
20110923,11156934.820000000298023,11156934.820000000298023
20110926,11408497.910000000149012,11408497.910000000149012
20110927,11459576.709999999031425,11459576.709999999031425
20110928,11241214.839999999850988,11241214.839999999850988
20110929,11336987.589999999850988,11336987.589999999850988
20110930,11214398.469999998807907,11214398.469999998807907
20111003,10984543.869999999180436,10984543.869999999180436
20111004,11043284.490000000223517,11043284.490000000223517
20111005,10960281.439999999478459,10960281.439999999478459
20111006,11123733.599999999627471,11123733.599999999627471
20111007,11135226.330000000074506,11135226.330000000074506
20111010,11302509.400000000372529,11302509.400000000372529
20111011,11408497.910000000149012,11408497.910000000149012
20111012,11283354.849999999627471,11283354.849999999627471
20111013,11404667.000000000000000,11404667.000000000000000
20111014,11485116.109999999403954,11485116.109999999403954
20111017,11321663.949999999254942,11321663.949999999254942
20111018,11446807.009999999776483,11446807.009999999776483
20111019,11444253.070000000298023,11444253.070000000298023
20111020,11366357.900000000372529,11366357.900000000372529
20111021,11789034.969999998807907,11789034.969999998807907
20111024,11749448.900000000372529,11749448.900000000372529
20111025,11718801.619999999180436,11718801.619999999180436
20111026,11720078.589999999850988,11720078.589999999850988
20111027,11940994.400000000372529,11940994.400000000372529
20111028,11912901.060000000521541,11912901.060000000521541
20111031,11856714.379999998956919,11856714.379999998956919
