代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10938699.265999999000
真實報酬,938699.265999998900

夏普值報酬,0.085169926600
夏普值風險,0.043285078698
夏普值,1.967650958737

預期報酬,8439.325632908429
風險,281794.591554852550
起點值,0.029948501092
找到最佳解世代,3353
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2),2454(26),4904(45),
FS( 93 ),3295195.869749999600,3377473.608000000000,4143622.842000000200,10816293.319750000000
FS( 94 ),3343819.752749999500,3390216.968000000300,4095476.834999999500,10829514.555749999000
FS( 95 ),3271989.016500000400,3491208.095999999900,4109365.106250000200,10872563.218750000000
FS( 96 ),3196843.015499999700,3472252.348000000200,4095476.834999999500,10764573.198500000000
FS( 97 ),3182476.868249999800,3333349.723999999900,4081588.563749999700,10597416.155999999000
FS( 98 ),3148219.132499999800,3314393.976000000300,4046404.943249999500,10509019.051750001000
FS( 99 ),3196843.015499999700,3168960.379999999900,3818637.294749999400,10184441.690249998000
FS( 100 ),3265358.486999999700,3263739.119999999600,3784379.558999999900,10313478.165999999000
FS( 101 ),3290775.516749999500,3484995.708000000100,3894559.844249999600,10670332.068999998000
FS( 102 ),3290775.516749999500,3478624.027999999900,3998258.936249999800,10767659.480999999000
FS( 103 ),3336084.134999999800,3649225.760000000200,3970482.393749999800,10955793.288750000000
FS( 104 ),3332768.870250000200,3643013.372000000000,3936224.658000000300,10912007.900250001000
FS( 105 ),3329453.605499999600,3617685.943999999700,3950112.929250000000,10897253.478750000000
FS( 106 ),3329453.605499999600,3573402.768000000200,3970482.393749999800,10873339.767250000000
FS( 107 ),3317297.634749999300,3598730.196000000000,3984370.665000000000,10900399.495749999000
FS( 108 ),3348240.105750000100,3598730.196000000000,3964001.200499999800,10910972.502250001000
FS( 109 ),3276409.369499999600,3541862.952000000000,3956594.122499999600,10774867.443999998000
FS( 110 ),3302931.487499999800,3630270.012000000100,3956594.122499999600,10889796.622000000000
FS( 111 ),3313982.369999999600,3636641.692000000300,3970482.393749999800,10921107.455750000000
FS( 112 ),3325033.252499999000,3655597.439999999900,3964001.200499999800,10944632.892999999000
FS( 113 ),3359290.988249999500,3611314.264000000000,3928817.579999999600,10899423.832249999000
FS( 114 ),3367026.605999999700,3466039.960000000400,3928817.579999999600,10761885.146000000000
FS( 115 ),3442172.606999999400,3503951.456000000200,3914929.308749999900,10861054.371749999000
FS( 116 ),3453223.489499999700,3560818.700000000200,3798267.830250000100,10812311.019750001000
FS( 117 ),3456538.754249999800,3529278.884000000100,3763084.209749999900,10748902.847999999000
FS( 118 ),3456538.754249999800,3529278.884000000100,3811230.216749999700,10797048.855000000000
FS( 119 ),3437752.254000000200,3377473.608000000000,3914929.308749999900,10730156.170750000000
FS( 120 ),3426701.371499999900,3415385.103999999800,3825118.487999999900,10667205.963500001000
FS( 121 ),3448803.136499999600,3415385.103999999800,3852895.030499998900,10717084.270999998000
FS( 122 ),3370341.870749999800,3624057.624000000300,3950112.929250000000,10944513.424000001000
FS( 123 ),3306246.752249999900,3661969.119999999600,3970482.393749999800,10938699.265999999000
